-83.02123,36.76100,Fast Food Restaurant:Subway,Fast Food Restaurant:Subway,
-83.01808,36.76236,Fast Food Restaurant:Hardee&apos;s,Fast Food Restaurant:Hardee&apos;s,
-83.01753,36.76232,Fast Food Restaurant:McDonalds,Fast Food Restaurant:McDonalds,
-83.01537,36.76215,Restaurant:Pizza Hut,Restaurant:Pizza Hut,
-83.01514,36.76356,Restaurant:El Centerino,Restaurant:El Centerino,
-83.01493,36.76255,Restaurant:Hong Kong Buffet,Restaurant:Hong Kong Buffet,
-83.01493,36.76199,Fast Food Restaurant:Long John Silvers,Fast Food Restaurant:Long John Silvers,
-82.55657,36.50592,Restaurant:La Careeta,Restaurant:La Careeta,
-82.55569,36.50601,Fast Food Restaurant:Burger King,Fast Food Restaurant:Burger King,
-82.52227,36.54663,Restaurant:Saltwater Willy&apos;s Bayou Cafe,Restaurant:Saltwater Willy&apos;s Bayou Cafe,
-82.51954,36.54439,Restaurant:Golden Corral,Restaurant:Golden Corral,
-82.51941,36.54149,Restaurant:Fuji House,Restaurant:Fuji House,
-82.51919,36.54487,Restaurant:O&apos;Charley&apos;s,Restaurant:O&apos;Charley&apos;s,
-82.51836,36.54603,Restaurant:Cheddar&apos;s Casual Cafe,Restaurant:Cheddar&apos;s Casual Cafe,
-82.51772,36.54693,Restaurant:Applebee&apos;s Neighborhood Grill,Restaurant:Applebee&apos;s Neighborhood Grill,
-81.52779,37.12782,Fast Food Restaurant:Coal Bucket Deli,Fast Food Restaurant:Coal Bucket Deli,
-81.50589,37.13452,Fast Food Restaurant:KFC,Fast Food Restaurant:KFC,
-81.50573,37.13450,Fast Food Restaurant:Pizza Hut,Fast Food Restaurant:Pizza Hut,
-81.49856,37.13347,Fast Food Restaurant:Subway,Fast Food Restaurant:Subway,
-81.49366,37.13047,Fast Food Restaurant:Long John Silver&apos;s,Fast Food Restaurant:Long John Silver&apos;s,
-81.49288,37.13030,Fast Food Restaurant:Hardee&apos;s,Fast Food Restaurant:Hardee&apos;s,
-81.49259,37.13430,Fast Food Restaurant:Sonic&apos;s,Fast Food Restaurant:Sonic&apos;s,
-81.48461,37.15065,Restaurant:Lexie&apos;s BBQ,Restaurant:Lexie&apos;s BBQ,
-81.40023,37.19669,Fast Food Restaurant:Subway,Fast Food Restaurant:Subway,
-81.13930,37.74995,Fast Food Restaurant:Pizza Hut,Fast Food Restaurant:Pizza Hut,
