AO01,Chincoteague Bay-Calfpen Bay
AO02,Chincoteague Bay-Swans Gut Creek-Little Harmon Cove
AO03,Assateague Channel-Assateague Bay-Toms Cove
AO04,Chincoteague Bay-Chincoteague Inlet-Bogues Bay-Cockle Creek
AO05,Atlantic Ocean
AO06,Atlantic Ocean (Deep)
AO07,Atlantic Ocean (Deep)
AO08,Assawoman Inlet-Assawoman Creek
AO09,Gargathy Inlet-Gargathy Bay-Gargathy Creek
AO10,Metompkin Inlet-Metompkin Bay-Folly Creek
AO11,Wachapreague Inlet-Bradford Bay-Burtons Bay-Finney Creek
AO12,Atlantic Ocean
AO13,Quinby Inlet-Upshur Bay-Sandy Island Bay
AO14,Machipongo River-Parting Creek-Red Bank Creek
AO15,Great Machipongo Inlet-Great Machipongo Channel-Outlet Bay
AO16,Atlantic Ocean
AO17,Atlantic Ocean (Deep)
AO18,The Thorofare-Mockhorn Bay-Ramshorn Channel
AO19,Sand Shoal Channel-Sand Shoal Inlet-Cobb Bay-Spider Crab Bay-South Bay
AO20,South Bay-New Inlet-Ship Shoal Inlet-Little Inlet-Bungalow Inlet
AO21,The Thorofare-Smith Island Inlet-Magothy Bay
AO22,Atlantic Ocean
AO23,Atlantic Ocean-Rudee Inlet
AO24,Atlantic Ocean (Deep), Chesapeake Bay Inlet
AO25,Atlantic Ocean
AO26,Atlantic Ocean (Deep)
AS01,Dismal Swamp-Dismal Swamp Canal-Fivemile Ditch
AS02,Cypress Swamp-Dragon Swamp
AS03,Dismal Swamp-Jericho Ditch-Washington Ditch
AS04,Dismal Swamp-Lake Drummond-Lake Drummond Feeder Ditch-Moss Swamp
AS05,Corapeake Swamp-Adams Swamp
AS06,Dismal Swamp Canal-Cross Canal-Corapeake Ditch (NC)
AS07,Northwest River-Twelve Foot Ditch
AS08,Dismal Swamp
AS09,Northwest River
AS10,Northwest River-Indian Creek-Smith Creek
AS11,Northwest River-Tull Bay (NC)
AS12,Chesapeake Canal-Stumpy Lake
AS13,(Upper) North Landing River
AS14,West Neck Creek
AS15,Pocaty River
AS16,North Landing River-Blackwater Creek
AS17,North Landing River-Milldam Creek
AS18,Ashville Bridge Creek-Lake Tecumseh-Redwing Lake-Muddy Creek
AS19,Shipps Bay-North Bay
AS20,Back Bay-Nawney Creek
BS01,Jacobs Fork-Horsepen Creek
BS02,Dry Fork-Beech Fork
BS03,Tug Fork-Long Branch
BS04,Knox Creek-Right Fork
BS05,Knox Creek-Left Fork-Lester Fork
BS06,Pawpaw Creek
BS07,Knox Creek-Upper Elk Creek
BS08,Garden Creek-Right Fork
BS09,Levisa Fork-Grassy Creek
BS10,(Upper) Dismal Creek-Laurel Fork
BS11,(Lower) Dismal Creek-Long Branch
BS12,Levisa Fork-Prater Creek
BS13,Slate Creek
BS14,Levisa Fork-Home Creek-Bull Creek
BS15,Levisa Fork-Feds Creek (KY)
BS16,Russell Fork-Hurricane Creek
BS17,Indian Creek-Cane Creek
BS18,Russell Fork-Fox Creek
BS19,Fryingpan Creek-Priest Fork
BS20,Lick Creek-Left Fork
BS21,Russell Fork-Pawpaw Creek
BS22,Open Fork
BS23,McClure Creek-Roaring Fork
BS24,Caney Creek
BS25,Mcclure River-Big Branch
BS26,Russell Prater Creek-Greenbrier Creek
BS27,Russell Fork-Barts Lick Creek
BS28,North Fork Pound River-South Fork Pound River
BS29,Pound River-Indian Creek-Bold Camp Creek
BS30,Pound River-John W Flannagan Reservoir-Cane Creek
BS31,Cranesnest River-Trace Fork
BS32,Birchfield Creek
BS33,Cranesnest River-John W Flannagan Reservoir-Lick Fork
BS34,Pound River-John W Flannagan Reservoir-Upper Twin Branch
BS35,Russell Fork-Beaver Creek (KY)-Hunts Creek
CB01,Little Wicomico River
CB02,Great Wicomico River
CB03,(Lower) Chesapeake Bay-Cockrell Creek
CB04,(Lower) Chesapeake Bay-Dividing Creek-Mill Creek
CB05,(Lower) Chesapeake Bay-Fleets Bay-Indian Creek
CB06,Dragon Swamp-Dragon Run
CB07,Exol Swamp
CB08,Dragon Swamp-Timber Branch Swamp
CB09,Dragon Swamp-Meggs Bay
CB10,Piankatank River-Carvers Creek
CB11,Piankatank River-Hills Bay
CB12,(Lower) Chesapeake Bay-Milford Haven-Hills Bay
CB13,Beaverdam Swamp-Beech Swamp
CB14,Fox Mill Run-Crany Creek
CB15,Ware River
CB16,North River-Blackwater Creek-Elmington Creek
CB17,East River-Put In Creek
CB18,(Lower) Chesapeake Bay-Winter Harbor-Horn Harbor
CB19,Severn River
CB20,Mobjack Bay-Monday Creek
CB21,(Lower) Chesapeake Bay-Poquoson River-Chisman Creek-Back Creek
