499|"13044"|"119708"|"227483"
499|"13045"|"119708"|"227503"
499|"13046"|"119708"|"227523"
499|"39492"|"119708"|"5420976"
211|"13044"|"119709"|"227484"
211|"13045"|"119709"|"227504"
211|"13046"|"119709"|"227524"
211|"39492"|"119709"|"5420977"
1802|"13044"|"119710"|"227485"
1802|"13045"|"119710"|"227505"
1802|"13046"|"119710"|"227525"
1802|"39492"|"119710"|"5420978"
5483|"13044"|"119711"|"227486"
5483|"13045"|"119711"|"227506"
5483|"13046"|"119711"|"227526"
5483|"39492"|"119711"|"5420979"
25011|"13044"|"119712"|"227487"
25011|"13045"|"119712"|"227507"
25011|"13046"|"119712"|"227527"
25011|"39492"|"119712"|"5420980"
27558|"13044"|"119713"|"227488"
27558|"13045"|"119713"|"227508"
27558|"13046"|"119713"|"227528"
27558|"39492"|"119713"|"5420981"
1097|"13044"|"119714"|"227489"
1097|"13045"|"119714"|"227509"
1097|"13046"|"119714"|"227529"
1097|"39492"|"119714"|"5420982"
35387|"13044"|"119715"|"227490"
35387|"13045"|"119715"|"227510"
35387|"13046"|"119715"|"227530"
35387|"39492"|"119715"|"5420983"
1594|"13044"|"119716"|"227491"
1594|"13045"|"119716"|"227511"
1594|"13046"|"119716"|"227531"
1594|"39492"|"119716"|"5420984"
1685|"13044"|"119717"|"227492"
1685|"13045"|"119717"|"227512"
1685|"13046"|"119717"|"227532"
1685|"39492"|"119717"|"5420985"
402|"13044"|"119718"|"227493"
402|"13045"|"119718"|"227513"
402|"13046"|"119718"|"227533"
402|"39492"|"119718"|"5420986"
1551|"13044"|"119719"|"227494"
1551|"13045"|"119719"|"227514"
1551|"13046"|"119719"|"227534"
1551|"39492"|"119719"|"5420987"
1848|"13044"|"119720"|"227495"
1848|"13045"|"119720"|"227515"
1848|"13046"|"119720"|"227535"
1848|"39492"|"119720"|"5420988"
4324|"13044"|"119721"|"227496"
4324|"13045"|"119721"|"227516"
4324|"13046"|"119721"|"227536"
4324|"39492"|"119721"|"5420989"
15063|"13044"|"119722"|"227497"
15063|"13045"|"119722"|"227517"
15063|"13046"|"119722"|"227537"
15063|"39492"|"119722"|"5420990"
13312|"13044"|"119723"|"227498"
13312|"13045"|"119723"|"227518"
13312|"13046"|"119723"|"227538"
13312|"39492"|"119723"|"5420991"
1112|"13044"|"119724"|"227499"
1112|"13045"|"119724"|"227519"
1112|"13046"|"119724"|"227539"
1112|"39492"|"119724"|"5420992"
201|"13044"|"119725"|"227500"
201|"13045"|"119725"|"227520"
201|"13046"|"119725"|"227540"
201|"39492"|"119725"|"5420993"
|"13044"|"119726"|"227501"
0|"13045"|"119726"|"227521"
|"13046"|"119726"|"227541"
|"39492"|"119726"|"5420994"
87660|"13044"|"119727"|"227502"
87660|"13045"|"119727"|"227522"
87660|"13046"|"119727"|"227542"
87660|"39492"|"119727"|"5420995"
