Name: “Table 1 of 1 on page 29 of 31”,Name: “Table 1 of 1 on page 29 of 31”,Name: “Table 1 of 1 on page 29 of 31”
Table: 21,Table: 21,Table: 21
,,
Appendix A: Coordinates for nekton station locations at,Appendix A: Coordinates for nekton station locations at,Appendix A: Coordinates for nekton station locations at
GEWA in 2010.,GEWA in 2010.,
"Table A-1. Coordinates for nekton station locations sampled at GEWA in 2010, UTM, Zone 18, NAD 83,","Table A-1. Coordinates for nekton station locations sampled at GEWA in 2010, UTM, Zone 18, NAD 83,","Table A-1. Coordinates for nekton station locations sampled at GEWA in 2010, UTM, Zone 18, NAD 83,"
meters.,,
,UTM X,UTM Y
Plot ID,(east),(north)
G1C_100_2010,332074,4228359
G1C_194_2010,332018,4228346
G1C_216_2010,331996,4228338
G1C_228_2010,331982,4228340
G1C_263_2010,331951,4228326
G1C_271_2010,331947,4228318
G1C_306_2010,331937,4228290
G1C_312_2010,331936,4228284
G1C_35_2010,332128,4228357
G1C_57_2010,332101,4228355
G1C_76_2010,332094,4228368
G1C_79_2010,332086,4228368
,,15
