-82.55321,36.53705,Sports Center:Riverview Recreation Center,Sports Center:Riverview Recreation Center,
-82.17583,36.60528,Sports Center:Smith - Canter Gymnasium,Sports Center:Smith - Canter Gymnasium,
-81.82722,36.77417,Sports Center:King Health and Physical Education Center,Sports Center:King Health and Physical Education Center,
-80.51538,37.10232,Baseball:Shelor Sports Complex,Baseball:Shelor Sports Complex,
-80.51538,37.10232,Sports Center:Shelor Sports Complex,Sports Center:Shelor Sports Complex,
-80.41269,37.24227,Soccer,Soccer,
-80.41221,37.24192,Baseball,Baseball,
-80.41137,37.24222,Baseball,Baseball,
-80.41102,37.24225,Skateboard,Skateboard,
-80.41049,37.24200,Skateboard,Skateboard,
-80.41041,37.24165,Hockey,Hockey,
-80.11472,37.27270,Baseball,Baseball,
-80.11472,37.27270,Pitch,Pitch,
-80.11389,37.27360,Baseball,Baseball,
-80.11389,37.27360,Pitch,Pitch,
-80.11381,37.27280,Baseball,Baseball,
-80.11381,37.27280,Pitch,Pitch,
-80.11295,37.27369,Baseball,Baseball,
-80.11295,37.27369,Pitch,Pitch,
-80.11158,37.27410,Baseball,Baseball,
-80.11158,37.27410,Pitch,Pitch,
-80.05694,37.29639,Sports Center:Belk Fitness Center,Sports Center:Belk Fitness Center,
-80.05639,37.29611,Sports Center:Alumni Gym,Sports Center:Alumni Gym,
-79.94893,37.27041,Sports Center:Central YMCA,Sports Center:Central YMCA,
-79.44861,37.79500,Tennis:Duchossois Tennis Center,Tennis:Duchossois Tennis Center,
-79.44532,37.78791,Sports Center:Doremus Gymnasium,Sports Center:Doremus Gymnasium,
-79.35056,37.74139,Stadium:Knight Sports Arena,Stadium:Knight Sports Arena,
-79.18444,37.39750,Sports Center:Turner Gymnasium,Sports Center:Turner Gymnasium,
-79.18197,37.39903,Sports Center:Memorial Gymnasium,Sports Center:Memorial Gymnasium,
-79.14090,37.41712,Skateboard:Riverfront Skatepark,Skateboard:Riverfront Skatepark,
-79.08389,37.55528,Sports Center:Prothro Natatorium,Sports Center:Prothro Natatorium,
-79.08389,37.55528,Sports Center:Williams Gymnasium,Sports Center:Williams Gymnasium,
-78.97250,38.37861,Sports Center:Old Gymnasium,Sports Center:Old Gymnasium,
-78.87743,38.44688,Baseball:Memorial Stadium,Baseball:Memorial Stadium,
-78.87743,38.44688,Sports Center:Memorial Stadium,Sports Center:Memorial Stadium,
-78.86808,38.42110,Athletics:University Park - James Madison University,Athletics:University Park - James Madison University,
-78.86808,38.42110,Sports Center:University Park - James Madison University,Sports Center:University Park - James Madison University,
-78.86750,38.43361,Sports Center:Unversity Recreation Center,Sports Center:Unversity Recreation Center,
-78.85864,38.45568,Sports Center:Simms Recreation Center,Sports Center:Simms Recreation Center,
-78.51778,38.03472,Sports Center:James C Slaughter Recreation Center,Sports Center:James C Slaughter Recreation Center,
-78.51417,38.04575,Baseball,Baseball,
-78.51361,38.03278,Swimming:Aquatic and Fitiness Center,Swimming:Aquatic and Fitiness Center,
-78.51333,38.05083,Sports Center:North Grounds Recreation Center,Sports Center:North Grounds Recreation Center,
-78.50723,38.03764,Sports Center:Memorial Gymnasium,Sports Center:Memorial Gymnasium,
-78.50663,38.04086,Sports Center:Outdoor Recreation Center,Sports Center:Outdoor Recreation Center,
-78.45888,37.24432,Sports Center:Gammon Gymnasium,Sports Center:Gammon Gymnasium,
-78.39611,37.29806,Tennis:Varsity Tennis Courts,Tennis:Varsity Tennis Courts,
-78.19889,38.92206,Sports Center:Melton Memorial Gymnasium,Sports Center:Melton Memorial Gymnasium,
-78.18610,38.95823,Golf course,Golf course,
-78.18603,38.98892,Golf course,Golf course,
-78.15667,39.16778,Sports Center:Aikens Athletic Center,Sports Center:Aikens Athletic Center,
-78.14917,38.94944,Sports Center:Crusader Memorial Gymnasium,Sports Center:Crusader Memorial Gymnasium,
-78.12424,38.99073,Golf course,Golf course,
-78.12042,38.98660,Golf course,Golf course,
-77.81877,38.71725,Sports Center:Warrenton Aquatic Recreation Facility,Sports Center:Warrenton Aquatic Recreation Facility,
-77.81877,38.71725,Swimming:Warrenton Aquatic Recreation Facility,Swimming:Warrenton Aquatic Recreation Facility,
-77.66620,38.82821,Pitch:Parade Field,Pitch:Parade Field,
-77.66601,38.82956,Pitch:Field Games,Pitch:Field Games,
-77.64748,36.46154,Sports Center:Davis Recreation Center,Sports Center:Davis Recreation Center,
-77.64461,39.05658,Shooting:Hogback Mountain Paintball,Shooting:Hogback Mountain Paintball,
-77.62125,38.78377,Golf course,Golf course,
-77.53861,37.58028,Sports Center:Millhiser Gymnasium,Sports Center:Millhiser Gymnasium,
-77.51319,39.08270,Golf course:Goose Creek Golf Club,Golf course:Goose Creek Golf Club,
-77.50943,38.28900,10-pin Bowling:Splitsville,10-pin Bowling:Splitsville,10- 
-77.50403,39.05357,Pitch,Pitch,
-77.48776,37.75625,Sports Center:War Memorial Gymnasium,Sports Center:War Memorial Gymnasium,
-77.48056,37.76417,Tennis:Bowen Tennis Courts,Tennis:Bowen Tennis Courts,
-77.47889,37.76278,Sports Center:Crenshaw and Alumni Gymnasiums,Sports Center:Crenshaw and Alumni Gymnasiums,
-77.46888,38.76095,Sports Center:Stonewall Recreation Center,Sports Center:Stonewall Recreation Center,
-77.46227,38.78461,Sports Center:Costello Park,Sports Center:Costello Park,
-77.45596,37.52797,Climbing:Belle Isle Rock Climbing,Climbing:Belle Isle Rock Climbing,
-77.45165,37.54848,Sports Center:Franklin Street Gymnasium,Sports Center:Franklin Street Gymnasium,
-77.44944,37.56278,Sports Center:Barco - Stevens Gymnasium,Sports Center:Barco - Stevens Gymnasium,
-77.42139,37.23861,Sports Center:Daniel Gymnasium,Sports Center:Daniel Gymnasium,
-77.40417,39.01306,Sports Center:Claude Moore Recreation Center,Sports Center:Claude Moore Recreation Center,
-77.40183,38.95731,Athletics:Sport & Health Club,Athletics:Sport & Health Club,
-77.39825,37.95576,Sports Center:rifle range,Sports Center:rifle range,
-77.39526,39.20010,Sports Center:Sellman Recreation Center,Sports Center:Sellman Recreation Center,
-77.34084,39.06961,Canoe:Calleva.org,Canoe:Calleva.org,
-77.34084,39.06961,Sports Center:Calleva.org,Sports Center:Calleva.org,
-77.34058,38.93397,Pitch,Pitch,
-77.34058,38.93397,Tennis,Tennis,
-77.33876,39.06934,Golf course,Golf course,
-77.31894,38.83356,Soccer,Soccer,
-77.31861,38.95861,Soccer,Soccer,
-77.31808,38.83474,Baseball:Spuhler Field,Baseball:Spuhler Field,
-77.31794,38.83348,Soccer,Soccer,
-77.31660,38.83380,Athletics:George Mason Stadium,Athletics:George Mason Stadium,
-77.31660,38.83380,Stadium:George Mason Stadium,Stadium:George Mason Stadium,
-77.31278,38.83083,Sports Center:Physical Education Building,Sports Center:Physical Education Building,
-77.30444,38.82611,Sports Center:Aquatic and Fitness Center,Sports Center:Aquatic and Fitness Center,
-77.29887,38.80678,Sports Center:David Pinn Recreation Center,Sports Center:David Pinn Recreation Center,
-77.29776,38.83711,Sports Center:Fairfax Swimming Pool,Sports Center:Fairfax Swimming Pool,
-77.29776,38.83711,Swimming:Fairfax Swimming Pool,Swimming:Fairfax Swimming Pool,
-77.27998,38.83442,Sports Center:Somerset –Olde Creek Recreation Club,Sports Center:Somerset –Olde Creek Recreation Club,
-77.27764,38.83614,Baseball,Baseball,
