Name: “Table 1 of 1 on page 110 of 110”,Name: “Table 1 of 1 on page 110 of 110”
Table: 110,Table: 110
,
World History to 1500 [World History I],Financial Planning (.5 credit)
,Game Design I
Non-SOL Elective Courses,Game Design II
Business Finance (.5 credit),Introduction to Marketing
Business Law (.5 credit),Leadership Seminar
Business Management (.5 credit),Life Planning
Computer Information Systems I & II,Marketing I & II (with COOP components)
Driver's Education 10,Psychology
Ecology & Environmental Science,Survey of World Languages
,109
