-83.85964,36.55008,School:Rising Springs School (historical),School:Rising Springs School (historical),
-83.85909,36.54980,Place of Worship:Rising Spring Church,Place of Worship:Rising Spring Church,
-83.85464,36.54286,Grave yard:Hatfield Cemetery,Grave yard:Hatfield Cemetery,
-83.80658,36.51313,Grave yard:Watson Cemetery,Grave yard:Watson Cemetery,
-83.80575,36.61064,Place of Worship:Richardson Chapel,Place of Worship:Richardson Chapel,
-83.80131,36.57869,School:Fork Ridge School,School:Fork Ridge School,
-83.77603,36.59008,Place of Worship:Bennetts Fork Church,Place of Worship:Bennetts Fork Church,
-83.77297,36.58925,School:Bosworth School,School:Bosworth School,
-83.76047,36.62230,School:Beans Fork School,School:Beans Fork School,
-83.75075,36.52341,Place of Worship:Mountain View United Methodist Church,Place of Worship:Mountain View United Methodist Church,
-83.75047,36.52119,Grave yard:Thomas Cemetery,Grave yard:Thomas Cemetery,
-83.74936,36.50619,Place of Worship:Flatwood Chapel,Place of Worship:Flatwood Chapel,
-83.74908,36.61869,Grave yard:Hensley Cemetery,Grave yard:Hensley Cemetery,
-83.74658,36.52675,Place of Worship:Powell Valley Church,Place of Worship:Powell Valley Church,
-83.74186,36.60953,Aerodrome:ARH Heliport,Aerodrome:ARH Heliport,
-83.73936,36.52925,Place of Worship:Town Creek Church,Place of Worship:Town Creek Church,
-83.73908,36.52952,School:Old Town Creek School (historical),School:Old Town Creek School (historical),
-83.73797,36.51202,Grave yard:McNew Cemetery,Grave yard:McNew Cemetery,
-83.73714,36.61064,Aerodrome:Middlesboro-Bell County Airport,Aerodrome:Middlesboro-Bell County Airport,
-83.73686,36.52369,Grave yard:Welch Cemetery,Grave yard:Welch Cemetery,
-83.73603,36.60619,School:West End School,School:West End School,
-83.73325,36.52536,Grave yard:Bruce Cemetery,Grave yard:Bruce Cemetery,
-83.72936,36.50841,Place of Worship:Red Hill Missionary Baptist Church,Place of Worship:Red Hill Missionary Baptist Church,
-83.72908,36.50897,School:Red Hill Number Two School (historical),School:Red Hill Number Two School (historical),
-83.72825,36.52980,Grave yard:Treece Cemetery,Grave yard:Treece Cemetery,
-83.72769,36.63286,Place of Worship:Red Oak Baptist Church,Place of Worship:Red Oak Baptist Church,
-83.72575,36.59369,Place of Worship:Miller Chapel,Place of Worship:Miller Chapel,
-83.72269,36.63508,Grave yard:Johnson Cemetery,Grave yard:Johnson Cemetery,
-83.71964,36.50591,Grave yard:Old Red Hill Cemetery,Grave yard:Old Red Hill Cemetery,
-83.71297,36.51897,School:Keg Branch School (historical),School:Keg Branch School (historical),
-83.71297,36.60508,School:Saint Julians School,School:Saint Julians School,
-83.71214,36.52564,Place of Worship:Providence Church,Place of Worship:Providence Church,
