"PERCENT PASSING SOL TESTS SPRING 1998-SPRING 2002",,,,,,"Grade 3 English: Percent Passing 1998 - 2002",,,,,"Grade 3 Mathematics: Percent Passing 1998 - 2002",,,,,"Grade 3 History: Percent Passing 1998 - 2002",,,,,"Grade 3 Science: Percent Passing 1998 - 2002",,,,,"Grade 5 Writing: Percent Passing 1998 - 2002",,,,,"Grade 5 English:RLR  Percent Passing 1998 - 2002",,,,,"Grade 5 Mathematics: Percent Passing 1998 - 2002",,,,,"Grade 5 History: Percent Passing 1998 - 2002",,,,,"Grade 5 Science: Percent Passing 1998 - 2002",,,,,"Grade 5 Computer/Technology: Percent Passing 1998 - 2002",,,,,"Grade 8 Writing: Percent Passing 1998 - 2002",,,,,"Grade 8 English:RLR  Percent Passing 1998 - 2002",,,,,"Grade 8 Mathematics: Percent Passing 1998 - 2002",,,,,"Grade 8 History: Percent Passing 1998 - 2002",,,,,"Grade 8 Science: Percent Passing 1998 - 2002",,,,,"Grade 8 Computer/Technology: Percent Passing 1998 - 2002",,,,,"EOC Writing: Percent Passing 1998 - 2002",,,,,"EOC English RLR: Percent Passing 1998 - 2002",,,,,"EOC Algebra I: Percent Passing 1998 - 2002",,,,,"EOC Geometry: Percent Passing 1998 - 2002",,,,,"EOC Algebra II: Percent Passing 1998 - 2002",,,,,"EOC U.S. History: Percent Passing 1998 - 2002",,,,,"EOC World History I: Percent Passing 1998 - 2002",,,,,"EOC World History II: Percent Passing 1998 - 2002",,,,,"EOC World Geography: Percent Passing 1998 - 2002",,,,,"EOC Earth Science: Percent Passing 1998 - 2002",,,,,"EOC Biology: Percent Passing 1998 - 2002",,,,,"EOC Chemistry: Percent Passing 1998 - 2002",,,,
"DIV #","DIVISION NAME","SCH #","LOW GR","HIGH GR","SCHOOL NAME"," English 1998  "," English 1999  "," English 2000  "," English 2001  "," English 2002  "," Mathematics  1998  "," Mathematics 1999  "," Mathematics 2000  "," Mathematics 2001  "," Mathematics 2002  "," History 1998  "," History 1999  "," History 2000  "," History 2001  "," History 2002  "," Science 1998  "," Science 1999"," Science 2000"," Science 2001"," Science 2002"," Writing 1998  "," Writing 1999  "," Writing 2000  "," Writing 2001  "," Writing 2002  "," English:RLR 1998  "," English:RLR 1999  "," English:RLR 2000  "," English:RLR 2001  "," English:RLR 2002  "," Mathematics  1998  "," Mathematics 1999  "," Mathematics 2000  "," Mathematics 2001  "," Mathematics 2002  "," History 1998  "," History 1999  "," History 2000  "," History 2001  "," History 2002  "," Science 1998  "," Science 1999"," Science 20000"," Science 2001"," Science 2002"," Computer/ Technology 1998  "," Computer/ Technology 1999"," Computer/ Technology 20000"," Computer/ Technology 2001"," Computer/ Technology 2002"," Writing 1998  "," Writing 1999  "," Writing 2000  "," Writing 2001  "," Writing 2002  "," English:RLR 1998  "," English:RLR 1999  "," English:RLR 2000  "," English:RLR 2001  "," English:RLR 2002  "," Mathematics  1998  "," Mathematics 1999  "," Mathematics 2000  "," Mathematics 2001  "," Mathematics 2002  "," History 1998  "," History 1999  "," History 2000  "," History 2001  "," History 2002  "," Science 1998  "," Science 1999"," Science 2000"," Science 2001"," Science 2002"," Computer/ Technology 1998  "," Computer/ Technology 1999"," Computer/ Technology 2000"," Computer/ Technology 2001"," Computer/ Technology 2002"," Writing 1998  "," Writing 1999  "," Writing 2000  "," Writing 2001  "," Writing 2002  "," English:RLR 1998  "," English:RLR   1999  "," English:RLR   2000  "," English:RLR 2001  "," English:RLR 2002  ","Algebra I   1998  ","Algebra I  1999  ","Algebra I  2000  ","Algebra I  2001  ","Algebra I  2002  ","Geometry   1998  ","Geometry  1999  ","Geometry  2000  ","Geometry  2001  ","Geometry  2002  ","Algebra II  1998  ","Algebra II 1999  ","Algebra II 2000  ","Algebra II 2001  ","Algebra II 2002  ","U.S. History 1998  ","U.S. History 1999  ","U.S. History 2000  ","U.S. History 2001  ","U.S. History 2002  ","World History I 1998  ","World History I 1999","World History I 2000","World History I 2001","World History I 2002","World History  II 1998  ","World History  II 1999  ","World History  II 2000  ","World History  II 2001  ","World History  II 2002  ","World Geography 1998  ","World Geography 1999  ","World Geography 2000  ","World Geography 2001  ","World Geography 2002  ","Earth Science 1998  ","Earth Science 1999  ","Earth Science 2000  ","Earth Science 2001  ","Earth Science 2002  ","Biology  1998  ","Biology 1999  ","Biology 2000  ","Biology 2001  ","Biology 2002  ","Chemistry  1998  ","Chemistry 1999  ","Chemistry 2000  ","Chemistry 2001  ","Chemistry 2002  "
85,"SHENANDOAH",30,"6","8","PETER MUHLENBERG MIDDLE",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",60.8696,79.096,76.6234,".",".",61.0063,60.2273,61.2903,".",".",41.7722,41.0405,56.7742,".",".",30.5732,35.4286,".",".",".",50.3185,59.0909,71.6129,".",".",69.8113,74.2857,85.1613,".",".",69.6203,61.875,66.8421,69.6429,71.8232,68.1529,58.5366,59.8958,70.4819,66.6667,48.4076,40.7407,44.8454,64.881,70.8333,26.4516,23.8806,42.6829,".",72.5275,78.9809,74.5342,77.6042,83.8323,86.413,83.6601,74.6914,77.7202,86.1446,78.1421,".",".",".",".",".",".",".",".",".",".",94.1176,86.9565,96.4286,100,100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
85,"SHENANDOAH",40,"6","8","NORTH FORK MIDDLE",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",54.8673,81.9048,82.0755,".",".",62.5,61.165,71.2963,".",".",39.6396,46.6019,70.0935,".",".",19.6429,41.7476,".",".",".",41.0714,61.165,66.3551,".",".",56.7568,94.2308,91.6667,".",".",66.6667,69.8113,85.7143,69.0909,76.3158,68.8679,65.4206,75.7576,70.4348,75,51.4286,50.4673,65.6566,69.8276,74.2857,41.5094,43.6019,33.9286,".",88.9908,72.6415,78.3019,88.7755,88.4956,89.5238,60.3774,66.3551,82.6531,75.6522,76.6355,".",".",".",".",".",".",".",".",".",".",85.7143,100,100,100,100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
85,"SHENANDOAH",50,"6","8","SIGNAL KNOB MIDDLE",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",53.9568,76.4228,72.0339,".",".",54.2857,44.7154,49.1525,".",".",15.7143,22.9508,53.3898,".",".",14.2857,19.5122,".",".",".",47.8571,66.129,58.8235,".",".",56.4286,73.1707,83.0508,".",".",64.7541,58.0645,71.9697,72.8682,74.4526,59.8361,54.5455,59.8485,70.7692,60,36.0656,44,70.229,61.2403,58.6957,31.1475,27.9528,34.7826,".",73.7226,77.8689,82.4,87.6923,90.0763,84.5588,59.0164,70.1613,81.6794,85.9375,70.8029,".",".",".",".",".",".",".",".",".",".",61.1111,70.8333,91.6667,93.75,97.0588,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
85,"SHENANDOAH",770,"9","12","STRASBURG HIGH",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",60,89.5522,92.5373,87.8049,94.0476,72.973,75.8065,89.3939,91.5663,91.4634,47.9592,65.5172,78.8889,93.2432,92.5,45,59.322,85.7143,88.8889,98.7952,2.0408,71.1111,87.1795,54.5455,81.25,39.2157,32.3077,68.8312,66.1538,82.2785,64.2857,77.7778,86.3014,82.3529,86.5854,54.5455,64.0625,84.7826,84.7458,84.9057,,,".",".",".",67.0886,76.4706,78.8235,89.8876,85.8974,84.7458,84.9057,80.7229,90.9091,83.3333,".",62.5,74.0741,64.2857,100
85,"SHENANDOAH",780,"9","12","CENTRAL HIGH",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",67.2897,87.3563,91.5789,89.5238,83.1461,82.8283,92.6829,89.5833,87.8788,89.7727,44.8864,68.2927,69.9248,83.3333,76.4706,45.8333,60,77.0833,71.134,76.1905,21.7391,89.1304,85.9649,75.9259,85.7143,60.5634,31.1321,42.6829,71.6418,60.4651,68.75,60,84,84.1667,65.0602,56.701,56.6667,67.7966,62.037,80.2083,,,".",".",".",75.5556,79.0541,79.0123,77.6699,74.1935,48.7805,88.4615,86.7257,90.4762,80.8989,35.2941,94.7368,84.6154,86.7647,70.5882
85,"SHENANDOAH",790,"9","12","STONEWALL JACKSON HIGH",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,".",".",".",".",0,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",68.1818,83.9286,91.1111,91.8033,79.0698,70.9677,62.7451,80,96.6102,83.7209,7.7922,53.0612,41.4634,76,91.3043,52.2727,58.3333,58.5366,54.5455,70,11.1111,34.4828,60,91.4286,72,44.4444,23.6364,21.6216,44.8276,57.7778,34.0426,79.0323,73.6842,92.1053,73.4375,44,44.4444,66.2162,62.1212,78.7879,,,".",".",".",44.2308,80,85.7143,80.597,61.5385,72.2222,91.4894,96,92.1569,98.1481,41.4634,65.2174,66.6667,82.3529,70
85,"SHENANDOAH",810,"KG","5","SANDY HOOK ELEM.",42.1488,58.9041,62.0155,64.8276,68.4211,68.595,60.274,81.3953,89.6552,80.7018,44.6281,75.1724,78.125,71.0345,83.3333,66.9421,71.0345,84.375,77.931,83.4783,".",".",".",93.985,86.1314,".",".",".",66.4179,79.562,".",".",".",55.9701,67.8832,".",28.6885,52.5926,68.6567,82.1192,".",".",".",87.1212,77.3723,".",".",".",89.5522,91.1111,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
85,"SHENANDOAH",820,"KG","5","ASHBY LEE ELEM.",53.7736,58.4071,48.3051,66.1017,75.2066,71.6981,64.6018,73.7288,82.2034,86.1789,54.717,65.4867,69.4915,73.7288,74.3802,66.0377,71.6814,69.4915,77.7778,81.8182,".",".",".",85.7143,75.5725,".",".",".",74.5614,59.6899,".",".",".",66.9565,54.1353,".",23.301,49.5575,53.6585,67.2566,".",".",".",77.193,70.7692,".",".",".",87.7193,79.3893,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"SMYTH",,,,"DIVISION SUMMARY",47.3552,52.6582,53.9568,50,73.4072,60.5528,65.0754,68.5315,70.1711,86.7021,46.2312,50.75,63.1336,64.5631,85.5586,59.8485,63.25,69.3548,65.6174,86.0759,54.7558,72.6761,69.1489,70.3608,81.5271,59.4388,70.3488,61.828,64.7959,81.2346,39.7959,44.4759,55.4974,55.9194,68.9055,24.2347,32.1918,30.5483,46.1717,71.2,49.2347,62.4642,60.8355,66.1692,77.1144,60.9694,84.6591,78.7958,74.8092,84.8718,55.25,62.1554,60.7345,68.6275,65.8333,58.5427,61.9289,66.2857,72.2689,67.036,49.25,64.0306,54.8295,62.8492,65.9341,21.5,34.98,42.6966,48.433,75.8621,64.8241,74.359,78.5714,80.3371,83.2335,49.4975,58.6118,66.5714,71.3881,70.122,63.1373,66.6667,81.6425,76.652,81.0219,71.8876,52.0833,66.3415,76,82.1818,20.3911,47.0414,57.0201,54.7771,62.536,34.5361,43.6,50.4673,63.4855,68.0162,5.7692,34.375,49.7354,63.4921,65,14.3426,26.1029,24.2009,34.8659,60.7843,44.3182,".",67.2043,72.1374,67.2065,24.6269,43.75,52.1739,51.0345,71.2121,"N/A","N/A",79.9611,77.6567,73.5294,54.1796,54.1219,65.0794,63.1579,62.963,68,75,78.2443,78.0769,79.8658,20.7965,38.8186,50.5376,56.8306,49.1228
86,"SMYTH",120,"6","8","NORTHWOOD MIDDLE",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",63.7681,59.375,60,72.5,64.1026,59.0909,59.7015,62.1622,75.641,71.4286,47.0588,55.2239,41.8919,61.5385,72.9412,27.9412,45.8333,60.9756,55.1724,87.7193,69.697,65.6716,71.6216,79.2208,85.5263,63.6364,55.2239,62.1622,68.8312,64.4737,".",".",".",".",".",".",".",".",".",".",65,92,64,66.6667,100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","N/A","N/A",68.9189,64.1026,80.4878,".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
86,"SMYTH",250,"9","12","NORTHWOOD HIGH",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",12.5,".",".",".",".",14.2857,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",45.9459,35,91.3043,68.1818,95.8333,56.7568,31.5789,78.2609,80.9524,100,1.9231,100,56.1404,67.5,55.102,12.5,30.9091,10,36.3636,63.4146,0,100,20.5128,52.8302,75,9.0909,36,31.8182,36.5854,66.6667,43.75,".",88.8889,96.5517,97.7778,21.875,".",83.3333,53.5714,100,"N/A","N/A",88.4615,".",".",48.9362,62.963,85.3659,75,73.913,73.0769,92.6829,80,86.3636,96.5517,4.6512,26,51.8519,73.0769,72.7273
86,"SMYTH",290,"KG","5","ATKINS ELEM.",43.4783,28,29.4118,50,50,60.8696,62.963,47.2222,69.2308,62.5,34.7826,17.8571,45,50,75,43.4783,53.5714,45,60.7143,68,40,65.3846,55.5556,50,65.625,54.2857,73.0769,52.9412,58.3333,68.75,31.4286,35.7143,57.1429,50,65.625,14.2857,12,6.8966,36.1111,35.7143,37.1429,21.4286,71.4286,76.9231,62.5,62.8571,85.7143,85.7143,80.7692,56.25,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
86,"SMYTH",460,"9","12","CHILHOWIE HIGH",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",43.3333,".",".",".",".",0,".",".",".",".",0,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",71.7391,68.5714,77.7778,83.0189,87.6923,76.087,57.1429,62.2222,76.9231,90.625,2.5641,34.5455,52.7273,41.0714,67.5676,36.3636,51.8519,43.3333,59.0361,80.4878,0,25,36.1702,47.0588,59.6154,0,29.8246,26.6667,43.5484,66.6667,23.2558,".",73.2394,88.2353,50,11.3636,".",45.8333,52.381,50,,,".",".",100,61.6438,72,78.125,66.6667,79.0323,51.2195,81.3559,81.9672,83.0769,74.359,12.2449,42.2222,48.7805,25,65.3846
86,"SMYTH",530,"KG","8","SUGAR GROVE COMB.",45.4545,66.6667,75.8621,40.7407,70.5882,48.4848,59.2593,75.8621,62.963,64.7059,30.303,40.7407,62.069,74.0741,100,51.5152,70.3704,79.3103,55.5556,100,50,54.1667,62.069,78.2609,80,60,68.4211,68.9655,65.2174,76.9231,52,36.8421,58.6207,58.3333,69.2308,44,18.3673,23.8095,42.8571,60.8696,48,73.6842,68.9655,73.913,72,68,73.6842,79.3103,82.6087,84,45.8333,48.3871,62.5,64.7059,66.6667,50,51.8519,56.25,64.7059,71.4286,70.8333,66.6667,31.25,52.9412,52.381,8.3333,31.8182,17.6471,78.5714,100,66.6667,81.4815,68.75,94.1176,80.9524,58.3333,70.3704,75,70.5882,80,".",".",".",".",".",".",".",".",".",".",100,100,100,100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","N/A","N/A",50,88.2353,76.9231,".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
86,"SMYTH",680,"6","8","MARION MIDDLE",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",53.3333,68.617,58.427,70.8861,70.6767,59.1837,64.8649,64,69.8113,69.3431,50,67.9348,61.0169,66.25,71.1268,21.4286,32.7824,35.6688,40.2778,76.1006,62.7551,78.022,80.5714,80.625,87.5,45.9184,60.989,69.1429,72.7848,70.4545,".",".",".",".",".",".",".",".",".",".",83.871,96,96.1538,100,100,".",100,".",".",100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","N/A","N/A",76.2712,77.7778,77.1812,".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
86,"SMYTH",690,"3","5","MARION INT.",55.4839,58.5987,63.5135,54.2683,78.5714,73.5484,68.1529,78.3784,79.1411,92.3611,57.4194,55.414,75,76.2195,91.2162,70.9677,68.7898,81.0811,78.1818,88.535,62.7737,76.087,75.3165,78.481,84,64.7482,73.2824,61.7834,67.284,88.0282,46.7626,51.145,58.8608,66.2577,79.4326,26.6187,36.2676,35.6643,60.4027,85.2349,55.3957,69.4656,64.557,69.2308,84.4595,61.1511,87.1212,80.3797,76.25,90.5109,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
86,"SMYTH",700,"9","12","MARION SENIOR HIGH",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,".",".",".",".",0,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",64.5349,69.6335,81.295,75.6579,76.7568,74.0964,53.2258,65.6934,75,76.8817,9.596,31.7073,43.5185,40.5229,51.1628,36.5385,45.7831,54.023,68.0272,65.6442,9.5745,35.1351,66.9903,70.5882,66.1765,19.0184,23.6842,22.3684,31.0127,58.6022,49.2063,".",58.7629,67.5926,60.5,28.125,43.75,51.0638,48.1481,71.6535,"N/A","N/A",86.7647,75,20.4082,52.7094,48.5149,57.1429,59.4203,56.0185,70.0483,69.1489,76.6082,75.1445,76.1194,29.1045,42.2535,50.8475,60.4651,44.0299
86,"SMYTH",710,"PK","2","MARION PRIMARY",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
86,"SMYTH",720,"PK","5","RICH VALLEY ELEM",66.6667,60,70.9677,70.9677,70,83.3333,76,70.9677,83.871,85.2941,58.3333,56,67.7419,67.7419,70,83.3333,60,80.6452,77.4194,76.6667,40,54.0541,84,60,84.375,51.4286,45.9459,84.6154,58.6207,87.5,31.4286,37.8378,69.2308,58.6207,63.6364,28.5714,28.3333,10.7143,35.2941,57.1429,48.5714,47.2222,73.0769,58.6207,65.625,62.8571,77.7778,92.3077,79.3103,90.625,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
86,"SMYTH",730,"KG","5","CHILHOWIE ELEM.",34.9515,53.1915,37.6068,40.1869,72.2222,50.4854,69.4737,62.2951,60.7477,83.7838,35.9223,51.0417,50.4065,43.9252,78.5047,52.4272,64.5833,60.9756,47.6636,83.4783,53.7736,83.75,69.4737,71.2766,79.661,55.6604,87.1795,61.4583,70.5263,72.5806,40.566,56.4706,56.25,53.6842,59.1304,21.6981,32.967,36,29.9213,69.2308,47.1698,70.7317,52.0833,67.3684,73.2759,59.434,88.0952,77.0833,76.8421,82.7586,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
86,"SMYTH",740,"KG","5","SALTVILLE ELEM.",42.3729,38.806,56.8966,48.8372,76.1905,41.6667,50.7463,65.0794,58.1818,97.8261,43.3333,55.2239,69.8413,70.9091,95.122,44.8276,50.7463,63.4921,63.6364,93.8776,57.6923,72,50.9804,57.6271,87.7551,61.5385,54.717,48.9362,54.2373,89.5833,25,20.7547,34.6154,31.6667,67.2727,17.3077,38.0952,32.2581,59.6491,65.1163,46.1538,60.3774,50.9434,51.6667,83.6735,57.6923,81.1321,67.3077,60,89.5833,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
86,"SMYTH",851,"6","8","CHILHOWIE MIDDLE",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",55.3571,56.8966,65.8824,62.7451,67.3469,58.9286,60.8696,76.4706,74.7573,70.297,44.6429,62.2807,57.6471,60.1942,65,20.5357,31.8182,43,45.6522,61.7647,65.1786,71.9298,82.3529,78.4314,76.2376,45.5357,53.9823,63.5294,71.2871,72,".",".",".",".",".",".",".",".",".",".",64.2857,100,90,100,100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","N/A","N/A",89.4118,86.2745,87,".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"SOUTHAMPTON",,,,"DIVISION SUMMARY",43.4978,44.5455,46.5608,41.8719,59,41.704,42.0091,38.6243,55.5556,55.3922,36.036,38.0734,39.6825,42.8571,43.662,47.9821,49.3088,53.7634,58.4158,58.216,44.3299,67.1296,75,80.0948,70.9845,52.8205,55.9633,57.3394,57.0755,61.5789,21.0256,21.5596,40.553,46.9484,48.7179,14.8718,29.8165,29.3578,50.2347,59.1346,47.6923,53.7037,47.7064,64.3192,63.8191,53.6082,68.8372,73.3945,63.8095,73.2673,57.9487,56.3981,63.0841,59.4286,58.3732,50.7772,56.9378,55.5556,59.887,58.2278,19.4737,34.2995,22.87,46.3277,41.5966,23.1959,27.8846,32.287,44.0678,72.6852,52.8497,63.9423,63.5556,74.5763,78.2222,44.3299,52.8846,56.1947,68.5714,53.271,70.9091,65.7143,86.7925,73.3333,88.2979,75,64.7619,68.5714,70.6667,75.5102,47.2222,24.8322,39.9083,78.0612,84.7561,".",37.5,26.3158,46.8468,49.6241,1.4706,14.2857,12.2807,32.0755,52.7027,25.2336,23.2558,25.8621,60.6557,60,".",".",".",83.3333,83.7209,".",".",28.2609,44,71.4286,"N/A","N/A",44.4444,79.2208,73.3333,".",52.1739,48.1818,58.1818,52.5862,".",69.697,56.25,58.5366,60.8696,54.902,62.7119,66.1765,90.6977,48.7805
87,"SOUTHAMPTON",10,"PK","5","NOTTOWAY ELEM.",".",".",".",".",77.3585,".",".",".",".",62.5,".",".",".",".",57.377,".",".",".",".",60.3448,".",".",".",".",75,".",".",".",".",66.1017,".",".",".",".",64.4068,".",".",".",".",73.8462,".",".",".",".",72.5806,".",".",".",".",72.1311,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
87,"SOUTHAMPTON",20,"PK","5","MEHERRIN ELEM.",".",".",".",".",55.2632,".",".",".",".",46.1538,".",".",".",".",37.5,".",".",".",".",60,".",".",".",".",60,".",".",".",".",54.5455,".",".",".",".",37.5,".",".",".",".",46,".",".",".",".",52.1739,".",".",".",".",86.6667,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
