Name: “Table 1 of 1 on page 38 of 38”,Name: “Table 1 of 1 on page 38 of 38”,Name: “Table 1 of 1 on page 38 of 38”,Name: “Table 1 of 1 on page 38 of 38”,Name: “Table 1 of 1 on page 38 of 38”,Name: “Table 1 of 1 on page 38 of 38”,Name: “Table 1 of 1 on page 38 of 38”,Name: “Table 1 of 1 on page 38 of 38”,Name: “Table 1 of 1 on page 38 of 38”,Name: “Table 1 of 1 on page 38 of 38”,Name: “Table 1 of 1 on page 38 of 38”
Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38
,,,,,,,,,,
Year,2006,,,,,,,,,
FDID,Organization,Organization,Location,Year,Inc.,Exp.,Aid Given,Total Calls,Act. Mon.,Rpt. Months
92007,Shenandoah Valley Airport Fire,Shenandoah Valley Airport Fire,Augusta Co.,2006,5,0,2,7,5,12
92008,Lynchburg Regional Airport,Lynchburg Regional Airport,Lynchburg,2006,29,0,0,29,10,12
,Washington DC,Washington DC,4,,"4,757",0,"1,141","5,898",,
Summary for 'Year' =,Summary for 'Year' =,2006 (484 detail records),,,,,,,,
Sum,,,,,"565,891",488,"39,041","605,420",,
Grand Total,,,,,"565,891",488,"39,041","605,420",,
As of 04/18/2007,As of 04/18/2007,,,,,,,,,Page 38 of 38
