Location,TimeFrame,DataFormat,Data
Middlesex,2002,Number,10020
Middlesex,2003,Number,10205
Middlesex,2004,Number,10342
Middlesex,2005,Number,10453
Middlesex,2006,Number,10615
Middlesex,2007,Number,10638
Middlesex,2008,Number,10691
Middlesex,2009,Number,10731
Middlesex,2010,Number,10959
Montgomery,2000,Number,83629
Montgomery,2001,Number,84941
Montgomery,2002,Number,85089
Montgomery,2003,Number,85723
Montgomery,2004,Number,86031
Montgomery,2005,Number,87020
Montgomery,2006,Number,88059
Montgomery,2007,Number,89284
Montgomery,2008,Number,90158
Montgomery,2009,Number,91023
Montgomery,2010,Number,94392
Nelson,2000,Number,14445
Nelson,2001,Number,14550
Nelson,2002,Number,14698
Nelson,2003,Number,14828
Nelson,2004,Number,14834
Nelson,2005,Number,14988
Nelson,2006,Number,14993
Nelson,2007,Number,15226
Nelson,2008,Number,15326
Nelson,2009,Number,15487
Nelson,2010,Number,15020
New Kent,2000,Number,13462
New Kent,2001,Number,13883
New Kent,2002,Number,14194
New Kent,2003,Number,14761
New Kent,2004,Number,15314
New Kent,2005,Number,15939
New Kent,2006,Number,16659
New Kent,2007,Number,17245
New Kent,2008,Number,17731
New Kent,2009,Number,18112
New Kent,2010,Number,18429
Newport News,2000,Number,180150
Newport News,2001,Number,181941
Newport News,2002,Number,185011
Newport News,2003,Number,188369
Newport News,2004,Number,191178
Newport News,2005,Number,191264
Newport News,2006,Number,192458
Newport News,2007,Number,193070
Newport News,2008,Number,193212
Newport News,2009,Number,193172
Newport News,2010,Number,180719
Norfolk,2000,Number,234403
Norfolk,2001,Number,234781
Norfolk,2002,Number,240378
Norfolk,2003,Number,240781
Norfolk,2004,Number,241979
Norfolk,2005,Number,237487
Norfolk,2006,Number,238832
Norfolk,2007,Number,236051
Norfolk,2008,Number,234653
Norfolk,2009,Number,233333
Norfolk,2010,Number,242803
Northampton,2000,Number,13093
Northampton,2001,Number,12991
Northampton,2002,Number,12967
Northampton,2003,Number,13052
Northampton,2004,Number,13199
Northampton,2005,Number,13313
Northampton,2006,Number,13432
Northampton,2007,Number,13414
Northampton,2008,Number,13457
Northampton,2009,Number,13492
Northampton,2010,Number,12389
Northumberland,2000,Number,12259
Northumberland,2001,Number,12325
Northumberland,2002,Number,12593
Northumberland,2003,Number,12736
Northumberland,2004,Number,12735
Northumberland,2005,Number,12800
Northumberland,2006,Number,12783
Northumberland,2007,Number,12881
Northumberland,2008,Number,12991
Northumberland,2009,Number,12995
Northumberland,2010,Number,12330
Norton,2000,Number,3904
Norton,2001,Number,3842
Norton,2002,Number,3856
Norton,2003,Number,3849
Norton,2004,Number,3735
Norton,2005,Number,3637
Norton,2006,Number,3682
Norton,2007,Number,3709
Norton,2008,Number,3699
Norton,2009,Number,3713
Norton,2010,Number,3958
Nottoway,2000,Number,15725
Nottoway,2001,Number,15813
Nottoway,2002,Number,15730
Nottoway,2003,Number,15661
Nottoway,2004,Number,15584
Nottoway,2005,Number,15747
Nottoway,2006,Number,15672
Nottoway,2007,Number,15763
Nottoway,2008,Number,15839
Nottoway,2009,Number,15929
Nottoway,2010,Number,15853
Orange,2000,Number,25881
Orange,2001,Number,26454
Orange,2002,Number,27174
Orange,2003,Number,27979
Orange,2004,Number,28699
Orange,2005,Number,30026
Orange,2006,Number,31482
Orange,2007,Number,32377
Orange,2008,Number,33214
Orange,2009,Number,33600
Orange,2010,Number,33481
Page,2000,Number,23177
Page,2001,Number,23229
Page,2002,Number,23317
Page,2003,Number,23552
Page,2004,Number,23545
Page,2005,Number,23710
Page,2006,Number,24017
Page,2007,Number,24174
Page,2008,Number,24159
Page,2009,Number,24070
Page,2010,Number,24042
Patrick,2000,Number,19407
Patrick,2001,Number,19302
Patrick,2002,Number,19090
Patrick,2003,Number,18996
Patrick,2004,Number,18865
Patrick,2005,Number,18825
Patrick,2006,Number,18792
Patrick,2007,Number,18800
Patrick,2008,Number,18723
Patrick,2009,Number,18636
Patrick,2010,Number,18490
Petersburg,2000,Number,33740
Petersburg,2001,Number,33298
Petersburg,2002,Number,33019
Petersburg,2003,Number,32979
Petersburg,2004,Number,32684
Petersburg,2005,Number,32395
Petersburg,2006,Number,32728
Petersburg,2007,Number,33005
Petersburg,2008,Number,33111
Petersburg,2009,Number,32986
Petersburg,2010,Number,32420
Pittsylvania,2000,Number,61745
Pittsylvania,2001,Number,61688
Pittsylvania,2002,Number,61356
Pittsylvania,2003,Number,61181
Pittsylvania,2004,Number,61076
Pittsylvania,2005,Number,60971
Pittsylvania,2006,Number,60821
Pittsylvania,2007,Number,60918
Pittsylvania,2008,Number,61655
Pittsylvania,2009,Number,61414
Pittsylvania,2010,Number,63506
Poquoson,2000,Number,11566
Poquoson,2001,Number,11483
Poquoson,2002,Number,11625
Poquoson,2003,Number,11703
Poquoson,2004,Number,11627
Poquoson,2005,Number,11692
Poquoson,2006,Number,11772
Poquoson,2007,Number,11820
Poquoson,2008,Number,11797
Poquoson,2009,Number,11794
Poquoson,2010,Number,12150
Portsmouth,2000,Number,100565
Portsmouth,2001,Number,99737
Portsmouth,2002,Number,99569
Portsmouth,2003,Number,99459
Portsmouth,2004,Number,99785
Portsmouth,2005,Number,100783
Portsmouth,2006,Number,102346
Portsmouth,2007,Number,101377
Portsmouth,2008,Number,99542
Portsmouth,2009,Number,99321
Portsmouth,2010,Number,95535
Powhatan,2000,Number,22377
Powhatan,2001,Number,23078
Powhatan,2002,Number,24092
Powhatan,2003,Number,24828
Powhatan,2004,Number,25478
Powhatan,2005,Number,26258
Powhatan,2006,Number,27282
Powhatan,2007,Number,27494
Powhatan,2008,Number,27674
Powhatan,2009,Number,27964
Powhatan,2010,Number,28046
Prince Edward,2000,Number,19720
Prince Edward,2001,Number,19627
Prince Edward,2002,Number,20063
Prince Edward,2003,Number,19864
Prince Edward,2004,Number,20229
Prince Edward,2005,Number,20783
Prince Edward,2006,Number,21068
Prince Edward,2007,Number,21536
Prince Edward,2008,Number,22150
Prince Edward,2009,Number,22370
Prince Edward,2010,Number,23368
Prince George,2000,Number,33047
Prince George,2001,Number,33915
Prince George,2002,Number,35152
Prince George,2003,Number,36045
Prince George,2004,Number,36432
Prince George,2005,Number,36357
Prince George,2006,Number,35986
Prince George,2007,Number,35890
Prince George,2008,Number,36473
Prince George,2009,Number,37116
Prince George,2010,Number,35725
Prince William,2000,Number,280813
Prince William,2001,Number,297738
Prince William,2002,Number,310048
Prince William,2003,Number,321537
Prince William,2004,Number,333786
Prince William,2005,Number,345852
Prince William,2006,Number,352828
Prince William,2007,Number,360610
Prince William,2008,Number,366092
Prince William,2009,Number,379166
Prince William,2010,Number,402002
Pulaski,2000,Number,35127
Pulaski,2001,Number,35135
Pulaski,2002,Number,34821
Pulaski,2003,Number,34747
Pulaski,2004,Number,34782
Pulaski,2005,Number,34684
Pulaski,2006,Number,34819
Pulaski,2007,Number,35011
Pulaski,2008,Number,35012
Pulaski,2009,Number,35022
Pulaski,2010,Number,34872
Radford,2000,Number,15859
Radford,2001,Number,16160
Radford,2002,Number,15892
Radford,2003,Number,15595
Radford,2004,Number,15638
Radford,2005,Number,15859
Radford,2006,Number,15995
Radford,2007,Number,16158
Radford,2008,Number,16114
Radford,2009,Number,16184
Radford,2010,Number,16408
Rappahannock,2000,Number,6983
Rappahannock,2001,Number,7225
Rappahannock,2002,Number,7213
Rappahannock,2003,Number,7167
Rappahannock,2004,Number,7220
Rappahannock,2005,Number,7262
Rappahannock,2006,Number,7187
Rappahannock,2007,Number,7201
Rappahannock,2008,Number,7170
Rappahannock,2009,Number,7035
Rappahannock,2010,Number,7373
Richmond City,2000,Number,197790
Richmond City,2001,Number,198264
Richmond City,2002,Number,198480
Richmond City,2003,Number,198098
Richmond City,2004,Number,197432
Richmond City,2005,Number,197915
Richmond City,2006,Number,198992
Richmond City,2007,Number,200655
Richmond City,2008,Number,202867
Richmond City,2009,Number,204451
Richmond City,2010,Number,204214
Richmond County,2000,Number,8809
Richmond County,2001,Number,8870
Richmond County,2002,Number,8921
Richmond County,2003,Number,8980
Richmond County,2004,Number,9042
Richmond County,2005,Number,9015
Richmond County,2006,Number,9097
Richmond County,2007,Number,9160
Richmond County,2008,Number,9117
Richmond County,2009,Number,8961
Richmond County,2010,Number,9254
Roanoke City,2000,Number,94911
Roanoke City,2001,Number,94583
Roanoke City,2002,Number,93354
Roanoke City,2003,Number,92807
Roanoke City,2004,Number,92450
Roanoke City,2005,Number,92506
Roanoke City,2006,Number,92586
Roanoke City,2007,Number,93048
Roanoke City,2008,Number,93734
Roanoke City,2009,Number,94482
Roanoke City,2010,Number,97032
Roanoke County,2000,Number,85778
Roanoke County,2001,Number,85874
Roanoke County,2002,Number,86341
Roanoke County,2003,Number,86922
Roanoke County,2004,Number,87612
Roanoke County,2005,Number,88483
Roanoke County,2006,Number,89538
Roanoke County,2007,Number,90043
Roanoke County,2008,Number,90449
Roanoke County,2009,Number,91011
Roanoke County,2010,Number,92376
Rockbridge,2000,Number,20808
Rockbridge,2001,Number,20781
Rockbridge,2002,Number,20762
Rockbridge,2003,Number,20846
Rockbridge,2004,Number,20951
Rockbridge,2005,Number,21159
Rockbridge,2006,Number,21229
Rockbridge,2007,Number,21436
Rockbridge,2008,Number,21438
Rockbridge,2009,Number,21294
Rockbridge,2010,Number,22307
Rockingham,2000,Number,67725
Rockingham,2001,Number,68587
Rockingham,2002,Number,69084
Rockingham,2003,Number,69573
Rockingham,2004,Number,70259
Rockingham,2005,Number,71719
Rockingham,2006,Number,72755
Rockingham,2007,Number,73814
Rockingham,2008,Number,74428
Rockingham,2009,Number,75134
Rockingham,2010,Number,76314
Russell,2000,Number,30308
Russell,2001,Number,29060
Russell,2002,Number,28825
Russell,2003,Number,28857
Russell,2004,Number,28648
Russell,2005,Number,28596
Russell,2006,Number,28725
Russell,2007,Number,29029
Russell,2008,Number,29006
Russell,2009,Number,29250
Russell,2010,Number,28897
Salem,2000,Number,24747
Salem,2001,Number,24641
Salem,2002,Number,24791
Salem,2003,Number,24762
Salem,2004,Number,24494
Salem,2005,Number,24751
Salem,2006,Number,25026
Salem,2007,Number,25080
Salem,2008,Number,25374
Salem,2009,Number,25462
Salem,2010,Number,24802
Scott,2000,Number,23403
Scott,2001,Number,23094
Scott,2002,Number,22962
Scott,2003,Number,22821
Scott,2004,Number,22743
Scott,2005,Number,22792
Scott,2006,Number,22899
Scott,2007,Number,22840
Scott,2008,Number,22738
Scott,2009,Number,22585
Scott,2010,Number,23177
Shenandoah,2000,Number,35075
Shenandoah,2001,Number,35767
Shenandoah,2002,Number,36377
Shenandoah,2003,Number,37064
Shenandoah,2004,Number,37931
Shenandoah,2005,Number,38956
Shenandoah,2006,Number,40060
Shenandoah,2007,Number,40589
Shenandoah,2008,Number,40984
Shenandoah,2009,Number,41036
Shenandoah,2010,Number,41993
Smyth,2000,Number,33081
Smyth,2001,Number,32882
Smyth,2002,Number,32731
Smyth,2003,Number,32533
Smyth,2004,Number,32297
Smyth,2005,Number,32179
Smyth,2006,Number,32218
Smyth,2007,Number,31988
Smyth,2008,Number,31857
Smyth,2009,Number,31738
Smyth,2010,Number,32208
Southampton,2000,Number,17482
Southampton,2001,Number,17460
Southampton,2002,Number,17291
Southampton,2003,Number,17298
Southampton,2004,Number,17368
Southampton,2005,Number,17616
Southampton,2006,Number,17776
Southampton,2007,Number,18430
Southampton,2008,Number,18582
Southampton,2009,Number,18483
Southampton,2010,Number,18570
Spotsylvania,2000,Number,90395
Spotsylvania,2001,Number,96418
Spotsylvania,2002,Number,101878
Spotsylvania,2003,Number,106576
Spotsylvania,2004,Number,110552
Spotsylvania,2005,Number,114909
Spotsylvania,2006,Number,117718
Spotsylvania,2007,Number,118939
Spotsylvania,2008,Number,120015
Spotsylvania,2009,Number,120977
Spotsylvania,2010,Number,122397
Stafford,2000,Number,92446
Stafford,2001,Number,98129
Stafford,2002,Number,103703
Stafford,2003,Number,109123
Stafford,2004,Number,113277
Stafford,2005,Number,116672
Stafford,2006,Number,118450
Stafford,2007,Number,120803
Stafford,2008,Number,122090
Stafford,2009,Number,124166
Stafford,2010,Number,128961
Staunton,2000,Number,23853
Staunton,2001,Number,23639
Staunton,2002,Number,23884
Staunton,2003,Number,23260
Staunton,2004,Number,23144
Staunton,2005,Number,23379
Staunton,2006,Number,23333
Staunton,2007,Number,23726
Staunton,2008,Number,23899
Staunton,2009,Number,23886
Staunton,2010,Number,23746
Suffolk,2000,Number,63677
Suffolk,2001,Number,66423
Suffolk,2002,Number,69296
Suffolk,2003,Number,72867
Suffolk,2004,Number,75747
Suffolk,2005,Number,77924
Suffolk,2006,Number,80153
Suffolk,2007,Number,81152
Suffolk,2008,Number,82420
Suffolk,2009,Number,83659
Suffolk,2010,Number,84585
Surry,2000,Number,6829
Surry,2001,Number,6841
Surry,2002,Number,6898
Surry,2003,Number,6914
Surry,2004,Number,6887
Surry,2005,Number,6879
Surry,2006,Number,7009
Surry,2007,Number,7057
Surry,2008,Number,7096
Surry,2009,Number,7088
Surry,2010,Number,7058
Sussex,2000,Number,12504
Sussex,2001,Number,12264
Sussex,2002,Number,12037
Sussex,2003,Number,12134
Sussex,2004,Number,11930
Sussex,2005,Number,11829
Sussex,2006,Number,12086
Sussex,2007,Number,12087
Sussex,2008,Number,12135
Sussex,2009,Number,12116
Sussex,2010,Number,12087
Tazewell,2000,Number,44598
Tazewell,2001,Number,43979
Tazewell,2002,Number,43947
Tazewell,2003,Number,43930
Tazewell,2004,Number,43956
Tazewell,2005,Number,43831
Tazewell,2006,Number,43983
Tazewell,2007,Number,43942
Tazewell,2008,Number,44874
Tazewell,2009,Number,44907
Tazewell,2010,Number,45078
Virginia Beach,2000,Number,425257
Virginia Beach,2001,Number,427590
Virginia Beach,2002,Number,430520
Virginia Beach,2003,Number,435796
Virginia Beach,2004,Number,439048
Virginia Beach,2005,Number,437464
Virginia Beach,2006,Number,437206
Virginia Beach,2007,Number,434138
Virginia Beach,2008,Number,432228
Virginia Beach,2009,Number,433575
Virginia Beach,2010,Number,437994
Warren,2000,Number,31584
Warren,2001,Number,32050
Warren,2002,Number,32801
Warren,2003,Number,33498
Warren,2004,Number,34074
Warren,2005,Number,34977
Warren,2006,Number,35752
Warren,2007,Number,36300
Warren,2008,Number,36695
Warren,2009,Number,36713
Warren,2010,Number,37575
Washington,2000,Number,51103
Washington,2001,Number,51204
Washington,2002,Number,51259
Washington,2003,Number,51291
Washington,2004,Number,51561
Washington,2005,Number,51920
Washington,2006,Number,52088
Washington,2007,Number,52783
Washington,2008,Number,52927
Washington,2009,Number,53018
Washington,2010,Number,54876
Waynesboro,2000,Number,19520
Waynesboro,2001,Number,19815
Waynesboro,2002,Number,20216
Waynesboro,2003,Number,20500
Waynesboro,2004,Number,20819
Waynesboro,2005,Number,21135
Waynesboro,2006,Number,21472
Waynesboro,2007,Number,21634
Waynesboro,2008,Number,22011
Waynesboro,2009,Number,22241
Waynesboro,2010,Number,21006
Westmoreland,2000,Number,16718
Westmoreland,2001,Number,16590
Westmoreland,2002,Number,16627
Westmoreland,2003,Number,16838
Westmoreland,2004,Number,16798
Westmoreland,2005,Number,16914
Westmoreland,2006,Number,17018
Westmoreland,2007,Number,17332
Westmoreland,2008,Number,17564
Westmoreland,2009,Number,17686
Westmoreland,2010,Number,17454
Williamsburg,2000,Number,11998
Williamsburg,2001,Number,11913
Williamsburg,2002,Number,11631
Williamsburg,2003,Number,11521
Williamsburg,2004,Number,11650
Williamsburg,2005,Number,11895
Williamsburg,2006,Number,12191
Williamsburg,2007,Number,12397
Williamsburg,2008,Number,12437
Williamsburg,2009,Number,12729
Williamsburg,2010,Number,14068
Winchester,2000,Number,23585
Winchester,2001,Number,24236
Winchester,2002,Number,24632
Winchester,2003,Number,24695
Winchester,2004,Number,25239
Winchester,2005,Number,25650
Winchester,2006,Number,25863
Winchester,2007,Number,25863
Winchester,2008,Number,26189
Winchester,2009,Number,26322
Winchester,2010,Number,26203
Wise,2000,Number,40123
Wise,2001,Number,41886
Wise,2002,Number,41756
Wise,2003,Number,41730
Wise,2004,Number,41697
Wise,2005,Number,41690
Wise,2006,Number,41664
Wise,2007,Number,41723
Wise,2008,Number,41723
Wise,2009,Number,41773
Wise,2010,Number,41452
Wythe,2000,Number,27599
Wythe,2001,Number,27553
Wythe,2002,Number,27633
Wythe,2003,Number,27726
Wythe,2004,Number,27771
Wythe,2005,Number,28113
Wythe,2006,Number,28345
Wythe,2007,Number,28514
Wythe,2008,Number,28743
Wythe,2009,Number,28868
Wythe,2010,Number,29235
York,2000,Number,56297
York,2001,Number,57951
York,2002,Number,59143
York,2003,Number,59727
York,2004,Number,60296
York,2005,Number,61042
York,2006,Number,61252
York,2007,Number,61513
York,2008,Number,61399
York,2009,Number,61140
York,2010,Number,65464
Giles,2011,Number,17124
Gloucester,2011,Number,36901
Goochland,2011,Number,21883
Grayson,2011,Number,15328
Greene,2011,Number,18660
Greensville,2011,Number,12112
Halifax,2011,Number,36056
Hampton,2011,Number,136401
Hanover,2011,Number,100342
Harrisonburg,2011,Number,49973
Henrico,2011,Number,310445
Henry,2011,Number,53741
Highland,2011,Number,2267
Hopewell,2011,Number,22580
Isle of Wight,2011,Number,35356
James City,2011,Number,68200
King and Queen,2011,Number,6997
King George,2011,Number,24161
King William,2011,Number,15981
Lancaster,2011,Number,11282
Lee,2011,Number,25146
Lexington,2011,Number,6995
Loudoun,2011,Number,325405
Louisa,2011,Number,33395
Lunenburg,2011,Number,12874
Lynchburg,2011,Number,76504
Madison,2011,Number,13169
Manassas,2011,Number,39300
Manassas Park,2011,Number,15332
Martinsville,2011,Number,13559
Mathews,2011,Number,8962
Mecklenburg,2011,Number,32622
Middlesex,2011,Number,10854
Montgomery,2011,Number,94342
Nelson,2011,Number,15097
New Kent,2011,Number,18822
Newport News,2011,Number,179611
Norfolk,2011,Number,242628
Northampton,2011,Number,12377
Northumberland,2011,Number,12461
Norton,2011,Number,4054
Nottoway,2011,Number,15840
Orange,2011,Number,33938
Page,2011,Number,23958
Patrick,2011,Number,18390
Petersburg,2011,Number,32326
Pittsylvania,2011,Number,62844
Poquoson,2011,Number,12000
Portsmouth,2011,Number,95684
Powhatan,2011,Number,28110
Prince Edward,2011,Number,23343
Prince George,2011,Number,36555
Prince William,2011,Number,419006
Pulaski,2011,Number,34607
Radford,2011,Number,16414
Rappahannock,2011,Number,7444
Richmond City,2011,Number,205533
Richmond County,2011,Number,9220
Roanoke City,2011,Number,96714
Roanoke County,2011,Number,92740
Rockbridge,2011,Number,22375
Rockingham,2011,Number,76589
Russell,2011,Number,28749
Salem,2011,Number,24961
Scott,2011,Number,23126
Shenandoah,2011,Number,42289
Smyth,2011,Number,32029
Southampton,2011,Number,18408
Spotsylvania,2011,Number,124327
Stafford,2011,Number,132133
Staunton,2011,Number,23769
Suffolk,2011,Number,84930
Surry,2011,Number,6931
Sussex,2011,Number,12087
Tazewell,2011,Number,44715
Virginia Beach,2011,Number,442707
Warren,2011,Number,37749
Washington,2011,Number,54827
Waynesboro,2011,Number,21311
Westmoreland,2011,Number,17595
Williamsburg,2011,Number,14444
Winchester,2011,Number,26587
Wise,2011,Number,41565
Wythe,2011,Number,29204
York,2011,Number,66134
