Name,Zip code tabulation area,Perimeter,sum of Response,Lsad Trans,max of MMI,Lsad,Zt51 D00 I,Area,min of MMI,average of MMI,count,Zt51 D00 ,average of Response,latitude,longitude
22046,22046,0.14485467857374,25,5-Digit ZCTA,2.9,Z5,82.0,0.000756556169999811,2.9,2.9,1,83.0,25.0,38.888411,-77.1809525
22954,22954,0.160111281852,3,5-Digit ZCTA,2.0,Z5,501.0,0.000864659306500037,2.0,2.0,1,502.0,3.0,37.793314,-79.011474
20194,20194,0.145238523779736,19,5-Digit ZCTA,2.3,Z5,49.0,0.00087611098949969,2.3,2.3,1,50.0,19.0,38.9827595,-77.3401305
23221,23221,0.16791740911155,24,5-Digit ZCTA,3.0,Z5,671.0,0.000905017020000676,3.0,3.0,1,672.0,24.0,37.552646,-77.499357
22202,22202,0.154970973217045,13,5-Digit ZCTA,2.0,Z5,95.0,0.000941255175637312,2.0,2.0,1,96.0,13.0,38.8601268593803,-77.0530705
23230,23230,0.185617212822212,8,5-Digit ZCTA,2.8,Z5,646.0,0.00106283737599966,2.8,2.8,1,647.0,8.0,37.5858455,-77.488794
22204,22204,0.20216268674499,26,5-Digit ZCTA,3.2,Z5,100.0,0.00108030661649972,3.2,3.2,1,101.0,26.0,38.859542,-77.0973755
23294,23294,0.178095643001154,23,5-Digit ZCTA,3.2,Z5,614.0,0.00109050068399952,3.2,3.2,1,615.0,23.0,37.627195,-77.543708
22314,22314,0.259688597626776,5,5-Digit ZCTA,2.0,Z5,118.0,0.00114502083360934,2.0,2.0,1,119.0,5.0,38.8142411789912,-77.07405
22946,22946,0.16376844381236,2,5-Digit ZCTA,2.0,Z5,468.0,0.00120511001549994,2.0,2.0,1,469.0,2.0,37.857944,-78.5712585
22304,22304,0.151866304422867,34,5-Digit ZCTA,3.1,Z5,122.0,0.00122035948250016,3.1,3.1,1,123.0,34.0,38.8151745,-77.115701
24015,24015,0.163819794080658,3,5-Digit ZCTA,2.0,Z5,918.0,0.00123202713299997,2.0,2.0,1,919.0,3.0,37.2518845,-79.9770005
20190,20190,0.163036705697079,22,5-Digit ZCTA,3.7,Z5,58.0,0.00124000853899986,3.7,3.7,1,59.0,22.0,38.95986,-77.342758
22308,22308,0.150107862462898,1,5-Digit ZCTA,3.1,Z5,152.0,0.00125043910178024,3.1,3.1,1,153.0,1.0,38.731251,-77.061599
22043,22043,0.214499355063815,49,5-Digit ZCTA,3.4,Z5,75.0,0.00127082265599965,3.4,3.4,1,76.0,49.0,38.899311,-77.191302
23220,23220,0.177313980812624,37,5-Digit ZCTA,4.0,Z5,668.0,0.00129983425999991,4.0,4.0,1,669.0,37.0,37.551596,-77.4582395
22732,22732,0.183719522256225,4,5-Digit ZCTA,3.5,Z5,272.0,0.00132293336350009,3.5,3.5,1,273.0,4.0,38.295307,-78.197164
22312,22312,0.208192622351636,15,5-Digit ZCTA,3.8,Z5,117.0,0.00137568183650005,3.8,3.8,1,118.0,15.0,38.8177705,-77.152702
22315,22315,0.188183764479981,14,5-Digit ZCTA,2.0,Z5,144.0,0.00142139277799982,2.0,2.0,1,145.0,14.0,38.7549795,-77.152119
22151,22151,0.218013112418156,24,5-Digit ZCTA,2.4,Z5,128.0,0.00143426804499969,2.4,2.4,1,129.0,24.0,38.801811,-77.210068
22846,22846,0.206298488329238,2,5-Digit ZCTA,2.0,Z5,243.0,0.00148074652999974,2.0,2.0,1,244.0,2.0,38.360949,-78.794958
23129,23129,0.243243885143892,2,5-Digit ZCTA,3.3,Z5,558.0,0.0015826838384998,3.3,3.3,1,559.0,2.0,37.698777,-77.7831735
22181,22181,0.249712638030739,20,5-Digit ZCTA,3.2,Z5,71.0,0.00158339881500003,3.2,3.2,1,72.0,20.0,38.903911,-77.2952555
23226,23226,0.217967161476527,22,5-Digit ZCTA,3.0,Z5,642.0,0.00159882046349979,3.0,3.0,1,643.0,22.0,37.5838575,-77.520258
22180,22180,0.240734704318539,29,5-Digit ZCTA,2.3,Z5,77.0,0.00160682341350005,2.3,2.3,1,78.0,29.0,38.897311,-77.2520025
22152,22152,0.179336453914328,51,5-Digit ZCTA,3.1,Z5,135.0,0.00167518751700024,3.1,3.1,1,136.0,51.0,38.775713,-77.236305
22042,22042,0.202123940348201,56,5-Digit ZCTA,2.9,Z5,93.0,0.00167573983849945,2.9,2.9,1,94.0,56.0,38.864042,-77.191321
24313,24313,0.228724519338132,1,5-Digit ZCTA,2.0,Z5,1167.0,0.0017081219845001,2.0,2.0,1,1168.0,1.0,36.9114355,-80.809282
22207,22207,0.209506500850643,52,5-Digit ZCTA,3.7,Z5,72.0,0.00176012675350012,3.7,3.7,1,73.0,52.0,38.9084285,-77.119971
22310,22310,0.229920790476026,8,5-Digit ZCTA,2.0,Z5,132.0,0.00183167639075732,2.0,2.0,1,133.0,8.0,38.7829595,-77.125243
22943,22943,0.225300385098323,2,5-Digit ZCTA,5.0,Z5,358.0,0.00187905699816682,5.0,5.0,1,359.0,2.0,38.039444,-78.7733155
22306,22306,0.256719012541635,1,5-Digit ZCTA,2.0,Z5,140.0,0.0018970656940005,2.0,2.0,1,141.0,1.0,38.760138,-77.0951005
22031,22031,0.276923994716851,45,5-Digit ZCTA,3.9,Z5,92.0,0.00192289359150011,3.9,3.9,1,93.0,45.0,38.8604615,-77.2641775
20164,20164,0.231968177121127,5,5-Digit ZCTA,2.5,Z5,37.0,0.0019775675465,2.5,2.5,1,38.0,5.0,39.013813,-77.39826
24078,24078,0.253207838064302,1,5-Digit ZCTA,3.1,Z5,1301.0,0.00200005810750015,3.1,3.1,1,1302.0,1.0,36.720352,-79.9106715
22032,22032,0.217567790734646,70,5-Digit ZCTA,2.7,Z5,114.0,0.0020181502834995,2.7,2.7,1,115.0,70.0,38.8209125,-77.289106
22309,22309,0.202654155912706,2,5-Digit ZCTA,2.0,Z5,157.0,0.00206499520239734,2.0,2.0,1,158.0,2.0,38.72221061399,-77.1069045
23222,23222,0.21458452653606,1,5-Digit ZCTA,3.4,Z5,645.0,0.00217311604549997,3.4,3.4,1,646.0,1.0,37.5809455,-77.414704
22015,22015,0.246479447659276,92,5-Digit ZCTA,2.6,Z5,127.0,0.00219516463749936,2.6,2.6,1,128.0,92.0,38.7862625,-77.286979
22153,22153,0.257979621692263,60,5-Digit ZCTA,2.7,Z5,146.0,0.00222892808600039,2.7,2.7,1,147.0,60.0,38.742864,-77.238505
20191,20191,0.239051987538269,45,5-Digit ZCTA,2.9,Z5,67.0,0.00225968516399977,2.9,2.9,1,68.0,45.0,38.9311105,-77.348908
22150,22150,0.31004827568763,12,5-Digit ZCTA,2.8,Z5,133.0,0.00231936205650041,2.8,2.8,1,134.0,12.0,38.7626885,-77.176624
24017,24017,0.247667378258889,2,5-Digit ZCTA,2.0,Z5,861.0,0.0023198066629998,2.0,2.0,1,862.0,2.0,37.296457,-79.987589
20170,20170,0.227879170246101,22,5-Digit ZCTA,2.9,Z5,46.0,0.00234514333700042,2.9,2.9,1,47.0,22.0,38.9841915,-77.382658
22033,22033,0.298415384079556,38,5-Digit ZCTA,3.8,Z5,79.0,0.00244500544200037,3.8,3.8,1,80.0,38.0,38.8788855,-77.377063
20121,20121,0.254060396605761,15,5-Digit ZCTA,2.0,Z5,120.0,0.00246264454749956,2.0,2.0,1,121.0,15.0,38.8158635,-77.4607105
22124,22124,0.273000930008768,30,5-Digit ZCTA,3.0,Z5,76.0,0.00246321320299969,3.0,3.0,1,77.0,30.0,38.893212,-77.3283065
20148,20148,0.288592274647394,9,5-Digit ZCTA,2.4,Z5,39.0,0.0024758819220001,2.4,2.4,1,40.0,9.0,38.9995105,-77.5286045
22660,22660,0.416850948230198,1,5-Digit ZCTA,2.0,Z5,52.0,0.0024959597530001,2.0,2.0,1,53.0,1.0,38.9456545,-78.432298
22601,22601,0.260594592617841,9,5-Digit ZCTA,2.0,Z5,14.0,0.0026877416460005,2.0,2.0,1,15.0,9.0,39.167896,-78.169011
23153,23153,0.269222874358237,2,5-Digit ZCTA,2.5,Z5,497.0,0.00269152448849996,2.5,2.5,1,498.0,2.0,37.781522,-77.9725035
20165,20165,0.337860077944612,17,5-Digit ZCTA,2.1,Z5,32.0,0.00269487404623003,2.1,2.1,1,33.0,17.0,39.0458693670248,-77.3867843311137
24471,24471,0.388531753355916,1,5-Digit ZCTA,2.0,Z5,273.0,0.00271745216550023,2.0,2.0,1,274.0,1.0,38.2893835,-78.792359
22931,22931,0.289912734379338,1,5-Digit ZCTA,2.7,Z5,428.0,0.00275286283150056,2.7,2.7,1,429.0,1.0,37.896548,-78.71094
22401,22401,0.277601335447646,48,5-Digit ZCTA,4.8,Z5,271.0,0.00280282235650064,4.8,4.8,1,272.0,48.0,38.2983055,-77.4899135
22102,22102,0.270364612197086,31,5-Digit ZCTA,2.8,Z5,54.0,0.0028455186756684,2.8,2.8,1,55.0,31.0,38.945834,-77.229303
22709,22709,0.374773818072706,1,5-Digit ZCTA,2.2,Z5,249.0,0.00295471170500011,2.2,2.2,1,250.0,1.0,38.3302275,-78.20849
23503,23503,0.305514590009898,1,5-Digit ZCTA,2.2,Z5,1153.0,0.00298920192056373,2.2,2.2,1,1154.0,1.0,36.943097,-76.2723518874442
23224,23224,0.399050670755559,3,5-Digit ZCTA,2.0,Z5,696.0,0.00302879943166631,2.0,2.0,1,697.0,3.0,37.495247,-77.471156
22182,22182,0.340771689292741,28,5-Digit ZCTA,3.6,Z5,57.0,0.00304863886150009,3.6,3.6,1,58.0,28.0,38.9348105,-77.2671045
23228,23228,0.325870412642421,42,5-Digit ZCTA,3.5,Z5,611.0,0.0030505446569995,3.5,3.5,1,612.0,42.0,37.6192465,-77.496034
23227,23227,0.287420703299896,6,5-Digit ZCTA,2.0,Z5,612.0,0.0030868467780002,2.0,2.0,1,613.0,6.0,37.613368,-77.4420045
23462,23462,0.373580594953698,1,5-Digit ZCTA,2.0,Z5,1224.0,0.0030883924939995,2.0,2.0,1,1225.0,1.0,36.8372175,-76.146307
20171,20171,0.28489777146215,21,5-Digit ZCTA,2.2,Z5,64.0,0.00310324673049989,2.2,2.2,1,65.0,21.0,38.9263005,-77.3957585
24437,24437,0.47114633120906,1,5-Digit ZCTA,2.2,Z5,293.0,0.00328110171799922,2.2,2.2,1,294.0,1.0,38.208624,-78.938108
20110,20110,0.309494995590881,15,5-Digit ZCTA,2.4,Z5,141.0,0.00338627348450016,2.4,2.4,1,142.0,15.0,38.7462095,-77.4903105
22003,22003,0.332212476229246,80,5-Digit ZCTA,3.3,Z5,103.0,0.00347572176650091,3.3,3.3,1,104.0,80.0,38.8381265,-77.2120805
22060,22060,0.35914309777344,1,5-Digit ZCTA,2.7,Z5,155.0,0.00349368099850045,2.7,2.7,1,156.0,1.0,38.710965,-77.162002
24431,24431,0.362817225074458,1,5-Digit ZCTA,3.4,Z5,305.0,0.0035134528485008,3.4,3.4,1,306.0,1.0,38.174981,-78.858853
23229,23229,0.306563260669317,45,5-Digit ZCTA,3.0,Z5,624.0,0.00351664943649999,3.0,3.0,1,625.0,45.0,37.5949325,-77.5761095
20197,20197,0.334280977887751,1,5-Digit ZCTA,2.0,Z5,13.0,0.00362576992950059,2.0,2.0,1,14.0,1.0,39.1883555,-77.629655
20158,20158,0.283776621099046,5,5-Digit ZCTA,2.6,Z5,16.0,0.00362828413600047,2.6,2.6,1,17.0,5.0,39.1388745,-77.653115
23236,23236,0.378135327867109,24,5-Digit ZCTA,3.4,Z5,711.0,0.00365688227699978,3.4,3.4,1,712.0,24.0,37.4679865,-77.5900465
22101,22101,0.307965212895983,66,5-Digit ZCTA,3.3,Z5,60.0,0.00377643433465091,3.3,3.3,1,61.0,66.0,38.936786,-77.167159
23225,23225,0.420856844341296,13,5-Digit ZCTA,3.2,Z5,680.0,0.00378137989483196,3.2,3.2,1,681.0,13.0,37.5160465,-77.500569
23060,23060,0.415047516157026,34,5-Digit ZCTA,3.6,Z5,595.0,0.00379774721000015,3.6,3.6,1,596.0,34.0,37.659114,-77.531246
22026,22026,0.478584648497237,9,5-Digit ZCTA,2.7,Z5,186.0,0.00414743254618821,2.7,2.7,1,187.0,9.0,38.5787868288956,-77.316418
20151,20151,0.342922570505433,13,5-Digit ZCTA,2.4,Z5,65.0,0.0042364663925003,2.4,2.4,1,66.0,13.0,38.903832,-77.4512125
20166,20166,0.548536904963255,3,5-Digit ZCTA,2.4,Z5,35.0,0.00429875707800242,2.4,2.4,1,36.0,3.0,38.9879635,-77.47549
22939,22939,0.467090825539664,3,5-Digit ZCTA,2.0,Z5,321.0,0.00444398763899878,2.0,2.0,1,322.0,3.0,38.1133405,-78.9844735
22720,22720,0.393645771213773,3,5-Digit ZCTA,3.8,Z5,206.0,0.00450054900899965,3.8,3.8,1,207.0,3.0,38.462458,-77.6466005
20120,20120,0.370852805610919,12,5-Digit ZCTA,2.8,Z5,88.0,0.00451731697200097,2.8,2.8,1,89.0,12.0,38.8556625,-77.4697105
20136,20136,0.446508324300854,20,5-Digit ZCTA,3.6,Z5,134.0,0.00452442031200029,3.6,3.6,1,135.0,20.0,38.7420155,-77.562121
22940,22940,0.366104701427141,2,5-Digit ZCTA,4.6,Z5,307.0,0.00453011059049935,4.6,4.6,1,308.0,2.0,38.1638535,-78.572875
20111,20111,0.439274996300935,25,5-Digit ZCTA,4.5,Z5,130.0,0.00455248053157775,4.5,4.5,1,131.0,25.0,38.753072,-77.4302095
23223,23223,0.36183172065878,11,5-Digit ZCTA,3.8,Z5,653.0,0.00461422543249901,3.8,3.8,1,654.0,11.0,37.5581915,-77.374118
23235,23235,0.48594179473749,34,5-Digit ZCTA,3.1,Z5,679.0,0.00462464156850029,3.1,3.1,1,680.0,34.0,37.502297,-77.5692325
20137,20137,0.508722979407486,7,5-Digit ZCTA,3.0,Z5,104.0,0.00471338736250004,3.0,3.0,1,105.0,7.0,38.8150075,-77.708098
22715,22715,0.378622493037669,1,5-Digit ZCTA,3.8,Z5,225.0,0.00481779297099916,3.8,3.8,1,226.0,1.0,38.411775,-78.1710235
22191,22191,0.337429284798663,23,5-Digit ZCTA,2.1,Z5,176.0,0.00486506055114533,2.1,2.1,1,177.0,23.0,38.6191175,-77.26665
22193,22193,0.423924848001639,113,5-Digit ZCTA,3.4,Z5,174.0,0.00488723454337814,3.4,3.4,1,175.0,113.0,38.6419175,-77.346305
22030,22030,0.434063362184186,83,5-Digit ZCTA,3.5,Z5,98.0,0.00506467406900035,3.5,3.5,1,99.0,83.0,38.835712,-77.337871
22972,22972,0.573173804097819,1,5-Digit ZCTA,2.0,Z5,289.0,0.00527533187049833,2.0,2.0,1,290.0,1.0,38.21736,-78.23341
23234,23234,0.40811123912981,9,5-Digit ZCTA,3.7,Z5,723.0,0.00530509745649971,3.7,3.7,1,724.0,9.0,37.4534975,-77.4779565
20109,20109,0.445108383540466,7,5-Digit ZCTA,3.0,Z5,111.0,0.00540345568149969,3.0,3.0,1,112.0,7.0,38.7938145,-77.536562
23055,23055,0.461734096148488,1,5-Digit ZCTA,2.7,Z5,490.0,0.00544725387950074,2.7,2.7,1,491.0,1.0,37.782703,-78.2334135
23237,23237,0.484965471951432,8,5-Digit ZCTA,2.0,Z5,771.0,0.00546149762050119,2.0,2.0,1,772.0,8.0,37.402142,-77.4739145
22749,22749,0.452810453612394,1,5-Digit ZCTA,2.7,Z5,173.0,0.00556682551749993,2.7,2.7,1,174.0,1.0,38.625725,-78.183676
22736,22736,0.431562635067086,1,5-Digit ZCTA,3.8,Z5,229.0,0.0056292031564994,3.8,3.8,1,230.0,1.0,38.3938745,-77.6911315
22542,22542,0.470159280717349,3,5-Digit ZCTA,4.2,Z5,261.0,0.00564809175550041,4.2,4.2,1,262.0,3.0,38.2884435,-77.9016485
22726,22726,0.473245753121339,1,5-Digit ZCTA,3.8,Z5,227.0,0.00578320375850083,3.8,3.8,1,228.0,1.0,38.403081,-77.793647
22192,22192,0.484506583358318,105,5-Digit ZCTA,3.5,Z5,162.0,0.00579617189999837,3.5,3.5,1,163.0,105.0,38.680966,-77.320718
23065,23065,0.582738551248973,4,5-Digit ZCTA,4.3,Z5,478.0,0.00582803725249964,4.3,4.3,1,479.0,4.0,37.797123,-77.9187745
23022,23022,0.390070703698853,1,5-Digit ZCTA,4.1,Z5,536.0,0.00584918870899909,4.1,4.1,1,537.0,1.0,37.7278005,-78.261919
20124,20124,0.50223432271901,16,5-Digit ZCTA,2.8,Z5,119.0,0.00609936325400051,2.8,2.8,1,120.0,16.0,38.7764135,-77.3877585
24019,24019,0.731416818578479,13,5-Digit ZCTA,3.2,Z5,804.0,0.00611167780100041,2.8,3.0,2,805.0,6.5,37.3503705,-79.9556735
23831,23831,0.511412385095215,18,5-Digit ZCTA,3.3,Z5,813.0,0.0061121856064994,3.3,3.3,1,814.0,18.0,37.3390985,-77.4586285
22713,22713,0.541111289931062,2,5-Digit ZCTA,2.0,Z5,192.0,0.00612085878400048,2.0,2.0,1,193.0,2.0,38.5516355,-78.130134
20141,20141,0.589255160226286,2,5-Digit ZCTA,2.0,Z5,17.0,0.00614556212500039,2.0,2.0,1,18.0,2.0,39.0972725,-77.781054
22714,22714,0.544733150805421,2,5-Digit ZCTA,4.1,Z5,198.0,0.00619486820800041,4.1,4.1,1,199.0,2.0,38.5115875,-77.909034
22724,22724,0.608933978810486,3,5-Digit ZCTA,4.2,Z5,175.0,0.00629229717599977,4.2,4.2,1,176.0,3.0,38.614409,-77.904299
22834,22834,0.453072470916055,1,5-Digit ZCTA,2.0,Z5,191.0,0.00631598631450103,2.0,2.0,1,192.0,1.0,38.5540415,-78.8687
22627,22627,0.434792163605778,3,5-Digit ZCTA,3.9,Z5,126.0,0.00647650751550044,3.9,3.9,1,127.0,3.0,38.7685765,-78.078109
22742,22742,0.45156530082913,3,5-Digit ZCTA,4.7,Z5,205.0,0.00653326635150098,4.7,4.7,1,206.0,3.0,38.464829,-77.714718
24095,24095,0.731269636673437,2,5-Digit ZCTA,4.6,Z5,926.0,0.0066264627643321,4.6,4.6,1,927.0,2.0,37.211451,-79.7462585
22039,22039,0.567996286985224,38,5-Digit ZCTA,2.7,Z5,125.0,0.0067227123979996,2.7,2.7,1,126.0,38.0,38.7592755,-77.307995
20155,20155,0.792777364730384,23,5-Digit ZCTA,3.2,Z5,94.0,0.006896939373501,3.2,3.2,1,95.0,23.0,38.815255,-77.6308225
23834,23834,0.624950640370213,10,5-Digit ZCTA,4.4,Z5,849.0,0.00699940679050126,4.4,4.4,1,850.0,10.0,37.287949,-77.404274
22841,22841,0.52996545850369,1,5-Digit ZCTA,2.2,Z5,244.0,0.00712795321249926,2.2,2.2,1,245.0,1.0,38.335413,-78.8903465
22738,22738,0.476412280517846,2,5-Digit ZCTA,3.6,Z5,258.0,0.00714459022200109,3.6,3.6,1,259.0,2.0,38.2884145,-78.2745545
24435,24435,0.503570495734992,2,5-Digit ZCTA,3.4,Z5,429.0,0.00714795946849955,3.4,3.4,1,430.0,2.0,37.8768895,-79.289297
24502,24502,0.68619548450007,32,5-Digit ZCTA,2.9,Z5,805.0,0.00718325464747704,2.9,2.9,1,806.0,32.0,37.343503,-79.206322
22066,22066,0.441171426728053,14,5-Digit ZCTA,2.1,Z5,33.0,0.00725273225094392,2.1,2.1,1,34.0,14.0,39.0044927304289,-77.303055
22734,22734,0.770248762089453,3,5-Digit ZCTA,3.1,Z5,189.0,0.00727608142500014,3.1,3.1,1,190.0,3.0,38.5389935,-77.8067005
23875,23875,0.624360342560337,4,5-Digit ZCTA,2.0,Z5,922.0,0.0074245764340013,2.0,2.0,1,923.0,4.0,37.2316335,-77.252088
20112,20112,0.615730838774233,58,5-Digit ZCTA,3.2,Z5,166.0,0.00745204373112296,3.2,3.2,1,167.0,58.0,38.6591995,-77.423908
24579,24579,0.419638006684474,1,5-Digit ZCTA,4.3,Z5,633.0,0.00749178682799911,4.3,4.3,1,634.0,1.0,37.5795045,-79.505896
24599,24599,0.448085767370254,1,5-Digit ZCTA,2.0,Z5,546.0,0.00749585258450125,2.0,2.0,1,547.0,1.0,37.687653,-78.726007
20147,20147,0.516086305242812,11,5-Digit ZCTA,2.0,Z5,28.0,0.00759477432732425,2.0,2.0,1,29.0,11.0,39.0268220687214,-77.4852585
22079,22079,0.684064429624434,28,5-Digit ZCTA,3.3,Z5,149.0,0.00759721957970116,3.3,3.3,1,150.0,28.0,38.691065,-77.206029
23102,23102,0.619743766904321,6,5-Digit ZCTA,3.5,Z5,528.0,0.00761486055999994,3.5,3.5,1,529.0,6.0,37.7041075,-77.821174
24064,24064,0.639259434672644,3,5-Digit ZCTA,3.3,Z5,793.0,0.00784139398349915,3.3,3.3,1,794.0,3.0,37.360016,-79.785917
23836,23836,0.596782459296882,1,5-Digit ZCTA,2.0,Z5,799.0,0.00788402840600066,2.0,2.0,1,800.0,1.0,37.3571975,-77.3282355
23141,23141,0.529190775432876,1,5-Digit ZCTA,3.4,Z5,661.0,0.0078848384431689,3.4,3.4,1,662.0,1.0,37.526177,-77.1546645
24569,24569,0.622755232714436,1,5-Digit ZCTA,2.0,Z5,1087.0,0.00790950132578017,2.0,2.0,1,1088.0,1.0,37.033616,-79.1301305
20152,20152,0.508761463913239,6,5-Digit ZCTA,2.4,Z5,53.0,0.00799028100699811,2.4,2.4,1,54.0,6.0,38.914811,-77.4959295
22958,22958,0.588612874557256,3,5-Digit ZCTA,3.7,Z5,402.0,0.00799804386300029,3.7,3.7,1,403.0,3.0,37.9184365,-78.903371
22620,22620,0.793870452125791,1,5-Digit ZCTA,2.2,Z5,20.0,0.00815944569199678,2.2,2.2,1,21.0,1.0,39.0837655,-78.044772
22801,22801,0.483791556772353,9,5-Digit ZCTA,3.4,Z5,222.0,0.00819424364250088,3.4,3.4,1,223.0,9.0,38.4076845,-78.88055
24501,24501,0.937237958458539,20,5-Digit ZCTA,3.4,Z5,773.0,0.00855364178152307,3.4,3.4,1,774.0,20.0,37.360316,-79.1572115
22534,22534,0.470306851127718,5,5-Digit ZCTA,3.6,Z5,332.0,0.00862632143771958,3.6,3.6,1,333.0,5.0,38.075031,-77.665144
24504,24504,0.966048909041437,7,5-Digit ZCTA,3.1,Z5,762.0,0.0086705936565008,3.1,3.1,1,763.0,7.0,37.376645,-79.0753515
20169,20169,0.576472053291835,21,5-Digit ZCTA,2.0,Z5,68.0,0.00870568245600012,2.0,2.0,1,69.0,21.0,38.869275,-77.6372925
22849,22849,0.630441209832566,3,5-Digit ZCTA,2.4,Z5,195.0,0.00880393984349936,2.4,2.4,1,196.0,3.0,38.5206775,-78.6225835
23146,23146,0.506547553733903,7,5-Digit ZCTA,3.7,Z5,526.0,0.00881591079600019,3.7,3.7,1,527.0,7.0,37.7232945,-77.712416
24122,24122,0.615160525450491,2,5-Digit ZCTA,3.6,Z5,732.0,0.00908879484850011,3.6,3.6,1,733.0,2.0,37.413636,-79.7241945
23112,23112,0.685634683904241,36,5-Digit ZCTA,3.5,Z5,712.0,0.00913176036949981,3.5,3.5,1,713.0,36.0,37.4431985,-77.6719835
23233,23233,0.654318820843425,49,5-Digit ZCTA,3.7,Z5,592.0,0.00915969520700033,3.7,3.7,1,593.0,49.0,37.621172,-77.6383485
22936,22936,0.541042663678322,15,5-Digit ZCTA,4.4,Z5,304.0,0.00918977540199917,4.4,4.4,1,305.0,15.0,38.156427,-78.494759
22974,22974,0.798512578956372,8,5-Digit ZCTA,4.5,Z5,380.0,0.00933068601099762,4.5,4.5,1,381.0,8.0,37.95902,-78.2692605
24014,24014,0.549230556089925,3,5-Digit ZCTA,2.1,Z5,935.0,0.00933221729724254,2.1,2.1,1,936.0,3.0,37.2162375,-79.9210455
23885,23885,0.613879924563943,5,5-Digit ZCTA,2.8,Z5,945.0,0.00943313646250044,2.8,2.8,1,946.0,5.0,37.1830965,-77.5766805
20105,20105,0.660348199915976,7,5-Digit ZCTA,2.0,Z5,38.0,0.00944827388400071,2.0,2.0,1,39.0,7.0,38.9635565,-77.6129765
24503,24503,0.67227192713923,50,5-Digit ZCTA,2.8,Z5,710.0,0.00950808848700069,2.8,2.8,1,711.0,50.0,37.4623065,-79.2344925
24136,24136,0.58906034952596,1,5-Digit ZCTA,3.4,Z5,809.0,0.00956788522300078,3.4,3.4,1,810.0,1.0,37.3302855,-80.598557
24517,24517,0.67054541759724,9,5-Digit ZCTA,2.5,Z5,998.0,0.00960919483049949,2.5,2.5,1,999.0,9.0,37.145682,-79.2260165
24079,24079,0.605045921314986,1,5-Digit ZCTA,2.0,Z5,1062.0,0.0098901875049997,2.0,2.0,1,1063.0,1.0,37.0487965,-80.1606295
