Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”,Name: “Table 1 of 1 on page 6 of 13”
Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6
,,,,,
,,Virginia Violent Crime,Virginia Violent Crime,,
"Number of Violent Offenses and Arrests Reported by Offense Type and Month,","Number of Violent Offenses and Arrests Reported by Offense Type and Month,","Number of Violent Offenses and Arrests Reported by Offense Type and Month,","Number of Violent Offenses and Arrests Reported by Offense Type and Month,","Number of Violent Offenses and Arrests Reported by Offense Type and Month,",
1Q 2011 and 2012,,,,,
All 2012 counts are preliminary and will be finalized March 2013,All 2012 counts are preliminary and will be finalized March 2013,All 2012 counts are preliminary and will be finalized March 2013,,,
,,Other Forcible Sex Offenses,Other Forcible Sex Offenses,,
Other Forcible Sex Offenses,Other Forcible Sex Offenses,,Arrests for Other Forcible Sex Offenses,Arrests for Other Forcible Sex Offenses,
300,,,,,
,,,80,,
250,,,,,
200,,,60,,
150,,,,,
,,,40,,
100,,,,,
50,,,20,,
0,,,,,
Jan,Feb,Mar,0,,
,,,Jan,Feb,Mar
2011,,2012,,,
,,,,2011,2012
2011 total:,899,,,2011 total:,245
2012 total:,776,,,2012 total:,226
Percent change:,-13.7%,,,Percent change:,-7.8%
,,Robbery,,,
Robbery Offenses,,,Robbery Arrests,,
600,,,180,,
,,,160,,
500,,,,,
,,,140,,
400,,,120,,
,,,100,,
300,,,,,
,,,80,,
200,,,60,,
,,,40,,
100,,,,,
,,,20,,
0,,,0,,
Jan,Feb,Mar,Jan,Feb,Mar
,2011,2012,,2011,2012
2011 total:,"1,373",,,2011 total:,458
2012 total:,"1,217",,,2012 total:,410
Percent change:,-11.4%,,,Percent change:,-10.5%
"Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police",,
"Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/",
,,,,,4 of 10
