-83.56018,36.64536,Park:Cumberland Gap National Historical Park
-83.19655,36.75592,Park:Stone Mountain Park
-83.18183,36.57814,Park:Vardy School Community Historic District
-83.11349,36.69564,Park:Jonesville Park
-83.02849,36.76898,Park:Leeman Field
-82.74015,36.69954,Park:Natural Tunnel State Park
-82.67987,36.55065,Park:Mount Carmel Park
-82.61155,36.50816,Park:Bays Mountain Park
-82.60681,36.50149,Park:Eastman Recreation Area
-82.59181,36.55066,Park:Centennial Boat Yard Park
-82.58875,36.55066,Park:Riverfront Park
-82.57542,36.64121,Park:R P Kane Athletic Field
-82.57014,36.55205,Park:Cloud Park
-82.52708,36.53371,Park:J Fred Johnson Park
-82.51375,36.60760,Park:Anderson Block House Monument
-82.48375,36.49149,Park:Warriors Path State Park
-82.21457,36.57566,Park:Steele Creek Park
-82.19818,36.60149,Park:Randolph Field
-82.18957,36.58538,Park:Patterson Park
-82.18846,36.57066,Park:Haynesfield Park
-82.18318,36.58261,Park:Bristol Municipal Stadium
-82.18151,36.59122,Park:Anderson Park
-82.17651,36.58955,Park:Rotary Park
-82.17207,36.58872,Park:Parker Park
-82.17179,36.57844,Park:Defriece Park
-82.17096,36.60733,Park:Mumpower Park
-82.16679,36.61205,Park:Eastern Park
-82.14290,36.58066,Park:Holston View Park
-82.07456,36.55455,Park:Cherokee Purchase Unit
-82.04067,36.51733,Park:Cherokee Wildlife Management Area
-82.03901,36.57733,Park:Observation Park
-81.98317,36.52511,Park:Kettlefoot Wildlife Management Area
-81.97739,36.70960,Park:Overmountain Victory National History Trail
-81.97734,36.70983,Park:Abington Historic District
-81.95067,36.56123,Park:Kettlefoot Wildlife Management Area
-81.82916,36.77361,Theater:Studio Theatre
-81.82805,36.77333,Park:Fullerton Field
-81.82582,36.77444,Park:DeVault Field
-81.81428,36.59456,Park:Backbone Rock Recreation Area
-81.50344,36.83817,Park:Marion Stadium
-81.49843,36.62401,Park:Grayson Highlands State Park
-81.37537,36.74956,Park:Mount Rogers National Recreation Area
-81.22342,36.76345,Park:Comers Rock Recreation Area
-82.97876,36.99676,Park:Kingdom Come State Park
-82.95188,36.96403,Theater:Coal Miners Memorial Theater
-82.95181,36.96384,Park:Coal Miners Memorial Park
-82.84987,37.05426,Park:Hensley-Pine Mountain Wildlife Management Area
-82.78154,36.86676,Park:Bullit Park
-82.61404,36.88760,Park:High Knob Recreation Area
-82.59015,36.88427,Park:Glades Wildlife Management Area
-82.29486,37.29039,Park:Breaks Interstate Park
-82.06234,36.90983,Park:Cedar Creek Park
-81.82511,36.94456,Park:Clinch Mountain State Wildlife Management Area
-81.68649,37.25734,Park:Berwind Lake Wildlife Management Area
-81.52733,36.88067,Park:Hungry Mother State Park
-81.49844,37.13514,Cinema:Climbing Tree Theather
-81.34148,37.09817,Park:Burkes Garden Rural Historic District
-81.34009,37.30428,Park:Pocahontas Historic District
-81.24898,37.24790,Park:Bowen Field
-81.24739,37.24830,Park:Bluefield City Park
-81.24398,37.25067,Park:Mitchell Stadium
-81.24092,37.26178,Park:Wade Athletic field
-81.22370,37.26762,Park:Bluefield Downtown Commercial Historic District
-81.20370,37.26123,Park:Montvale Park
-81.18647,36.98067,Park:Dark Hollow Picnic Area
-81.72205,37.57928,Park:Horse Creek Lake Wildlife Management Area
-81.71010,37.57483,Park:Horse Creek Public Fishing Area
-81.69982,37.60289,Park:R D Bailey Lake Wildlife Management Area
-81.62399,37.68817,Park:Laurel Park
-81.43676,37.63345,Park:Twin Falls State Park
-81.42037,37.32067,Park:Anawalt Lake Wildlife Management Area
-81.31148,37.32512,Park:Bramell Historic District
-81.29231,37.31206,Park:Pinnacle Rock State Park
-81.21287,37.93983,Park:Plum Orchard Lake Wildlife Management Area
-81.20370,37.74595,Park:Fitzpatrick Park
-81.19370,37.78428,Park:New River Park
-81.17009,37.78567,Park:Babe Ruth Park
-81.15732,37.97094,Park:Collins Park
-81.13286,37.50817,Park:Camp Creek State Park
