REGION,ZIPCODE,DATE OF EVENT,TRADE NAME,LICENSE No,ADDRESS,CITY,STATE
6 - Richmond/FBurg,23230-3516, 09/27/2007,El Toro Loco,42444,1808 Staples Mill Rd,Richmond,VA
5 - Southwest,24277, 09/27/2007,Rite Aid # 3271,6757,103 Woodway Rd,Pennington Gap,VA
6 - Richmond/FBurg,23059, 09/27/2007,Samurai Restaurant,41888,11391 A Nuckols Rd,Glen Allen,VA
6 - Richmond/FBurg,23221-3437, 09/27/2007,Acacia,679,3325 W Cary St,Richmond,VA
6 - Richmond/FBurg,23060, 09/27/2007,Arbys,10131,4250 Pouncey Tract Rd,Richmond,VA
6 - Richmond/FBurg,23060, 09/27/2007,Arbys,10131,4250 Pouncey Tract Rd,Richmond,VA
2 - Lynchburg,22958, 09/27/2007,Thai-Mex II Restaurant,42203,2815 Rockfish Valley Hwy,Nellysford,VA
6 - Richmond/FBurg,23060, 09/27/2007,Comfort Suites Innsbrook,18938,4051 Innslake Dr,Glen Allen,VA
2 - Lynchburg,24592-6829, 09/27/2007,Hillcrest Rest,72606,2065 Philpott Rd,South Boston,VA
2 - Lynchburg,22952, 09/27/2007,Royal Oaks,32891,45 Royal Oaks Ln,Lyndhurst,VA
2 - Lynchburg,24589, 09/27/2007,Max's Grocery,2152,9044 James D Hagood Hwy,Scottsburg,VA
2 - Lynchburg,24534, 09/27/2007,Modern Exxon,47010,Hwy 360  PO Box 26,Clover,VA
2 - Lynchburg,24592, 09/27/2007,Sunny Quick Shop,4916,3000 Sinai Rd,South Boston,VA
2 - Lynchburg,24572, 09/27/2007,Slicks,41181,547 Old Wright Shop Rd,Madison Heights,VA
2 - Lynchburg,24592-4842, 09/27/2007,Mi Carretta Mexican Restaurante,27733,3332 Halifax Rd,South Boston,VA
6 - Richmond/FBurg,23223, 09/27/2007,Tonys Market,43158,3714 A Mechanicsville Tpke,Richmond,VA
6 - Richmond/FBurg,23223, 09/27/2007,Tonys Market,43158,3714 A Mechanicsville Tpke,Richmond,VA
2 - Lynchburg,24592, 09/27/2007,Apple Market 4102,11859,1425 Seymour Dr,South Boston,VA
6 - Richmond/FBurg,23223, 09/27/2007,Anthony Italian Pizza Restaurant,50221,4002 Mechanicsville Pike,Richmond,VA
2 - Lynchburg,24592, 09/27/2007,Ziggys Pizza Restaurant,24781,1013 Bill Truck Hwy,South Boston,VA
6 - Richmond/FBurg,23223, 09/27/2007,Exxon Nine Mile Rd,38611,3606 Nine Mile Rd,Richmond,VA
2 - Lynchburg,24592, 09/27/2007,Smileys Store,38993,6046 Bill Tuck Hwy,South Boston,VA
6 - Richmond/FBurg,23223-1329, 10/01/2007,Blairs Drug Store,664,3601 Mechanicsville Pike,Richmond,VA
6 - Richmond/FBurg,23223-4920, 10/01/2007,Chris One Stop Shop,27220,4317 Nine Mile Rd,Richmond,VA
6 - Richmond/FBurg,23223, 10/01/2007,Big Kmart #3206,3528,4715 Nine Mile Rd,Richmond,VA
6 - Richmond/FBurg,23075, 10/01/2007,Royal Mart # 8,45920,1113 E Nine Mile Rd,Highland Springs,VA
6 - Richmond/FBurg,23231-2730, 10/01/2007,Checkered Flag Restaurant & Lounge Inc,25215,4106 Williamsburg Rd,Richmond,VA
6 - Richmond/FBurg,23223-2231, 10/01/2007,Cafe @ 297,38030,1241 - 1245 Laburnum Ave,Richmond,VA
6 - Richmond/FBurg,23222, 10/01/2007,Luckys Convenience Store,44944,607 E Laburnum Ave,Richmond,VA
6 - Richmond/FBurg,23222-2123, 10/01/2007,Rite Aid Pharmacy 3714,50616,502 E Laburnum Ave,Richmond,VA
6 - Richmond/FBurg,23222-2029, 10/01/2007,Race Track Deli Express,34867,201 E Laburnum Ave,Richmond,VA
6 - Richmond/FBurg,23222-1934, 10/01/2007,7 Eleven Store 2515  25240,36133,1 E Laburnum Ave,Richmond,VA
6 - Richmond/FBurg,23222-1935, 10/01/2007,Kings Food Market,36162,4 E Laburnum Ave,Richmond,VA
6 - Richmond/FBurg,23228, 10/01/2007,Rite Aid # 1879,4497,8702 Staples Mill Rd,Richmond,VA
6 - Richmond/FBurg,23228-2026, 10/01/2007,Hunan Cafe,39580,9117 Staples Mill Rd,Richmond,VA
6 - Richmond/FBurg,23228, 10/01/2007,CVS Pharmacy  #2307,4398,7590 Staples Mill Rd,Richmond,VA
6 - Richmond/FBurg,23230-3109, 10/01/2007,The Side Pocket,55586,2012 Staples Mill Rd,Richmond,VA
6 - Richmond/FBurg,23230-3109, 10/01/2007,Holiday Inn Crossroads,9255,2000 Staples Mill Rd,Richmond,VA
6 - Richmond/FBurg,23228-4111, 10/01/2007,Roys Express Mart,40380,7605 Staples Mill Rd,Richmond,VA
6 - Richmond/FBurg,23228-4939, 10/01/2007,J & R Convenience Store,27119,7020 Staples Mill Rd,Richmond,VA
2 - Lynchburg,24541, 10/03/2007,F&R Mini Market,35549,2180 W Main St,Danville,VA
2 - Lynchburg,24540-4224, 10/03/2007,Kwik Shop 1,25214,109 Audubon Dr,Danville,VA
3 - Charlottesville/Staunton,24421-2811, 10/04/2007,D Js Whiteway,29078,2175 Hankey Mtn Hwy,Churchville,VA
3 - Charlottesville/Staunton,22812-1624, 10/04/2007,Sergios Pizza,39674,425 N Main St PO Box 21,Bridgewater,VA
5 - Southwest,24219, 10/04/2007,Rogers 66 Market,76834,421 E 5th St,Big Stone Gap,VA
5 - Southwest,24273-3615, 10/04/2007,Fishtales Inc,39759,Box 696 Hwy 58 E,Norton,VA
5 - Southwest,24273, 10/04/2007,Double Kwik  3,47946,Hwy 58  Kentucky Ave,Norton,VA
5 - Southwest,24293, 10/04/2007,Black Diamond 26,46925,1112 Norton Rd,Wise,VA
5 - Southwest,24293, 10/04/2007,Double Kwik  21,72867,Woodland Dr PO Box 4026,Wise,VA
6 - Richmond/FBurg,23005, 10/04/2007,Rite Aid #3691,6069,607 England St,Ashland,VA
5 - Southwest,24279, 10/04/2007,Pound Chevron Store #2070,37590,10107 Orby Cantrell Hwy,Pound,VA
6 - Richmond/FBurg,23005-2232, 10/04/2007,East Coast #4061,13303,801 England St,Ashland,VA
6 - Richmond/FBurg,23005, 10/04/2007,Citgo Food Mart,46768,105 S Carter Rd,Ashland,VA
3 - Charlottesville/Staunton,22802, 10/04/2007,Blue Stone Inn Restaurant,32876,9107 N Valley Pike Rd,Harrisonburg,VA
6 - Richmond/FBurg,23230-2012, 10/04/2007,Courtyard By Marriott,43566,6400 W Broad St,Richmond,VA
3 - Charlottesville/Staunton,22802, 10/04/2007,The Little Grill Collective,27232,621 N Main St,Harrisonburg,VA
5 - Southwest,24217, 10/04/2007,J D M Deli Mart,74199,Hwy 80 HC4 Box 29G,Bee,VA
6 - Richmond/FBurg,23229-7403, 10/04/2007,Bernies Sub & Pizza Shop,26090,415 N Ridge Rd,Richmond,VA
6 - Richmond/FBurg,23229-7403, 10/04/2007,Bogarts,55598,443 N Ridge Rd,Richmond,VA
3 - Charlottesville/Staunton,22801, 10/04/2007,Daves Downtown Taverna,42466,121 S Main St,Harrisonburg,VA
3 - Charlottesville/Staunton,22801, 10/04/2007,Jess' Lunch,24015,22 S Main St,Harrisonburg,VA
6 - Richmond/FBurg,23229-7403, 10/04/2007,Graffiti Grill,46309,403 B North Ridge Rd,Richmond,VA
3 - Charlottesville/Staunton,22801-9001, 10/04/2007,Q Stop Food Stores 606,73423,1010 W Market St,Harrisonburg,VA
3 - Charlottesville/Staunton,22801, 10/04/2007,Food Lion #2617,40131,853 Carlton St,Harrisonburg,VA
3 - Charlottesville/Staunton,22801-4332, 10/04/2007,Golden China Restaurant,15319,1005 E Market St,Harrisonburg,VA
3 - Charlottesville/Staunton,22801, 10/04/2007,LItalia Restaurant,75512,815 E Market St,Harrisonburg,VA
5 - Southwest,24230, 10/04/2007,Double Kwik  19,58275,Hwy 72 PO Box 2071,Coeburn,VA
3 - Charlottesville/Staunton,22801-4334, 10/04/2007,Cloverleaf Texaco  10,53144,895 E Market St,Harrisonburg,VA
6 - Richmond/FBurg,23005, 10/04/2007,Sheetz # 315,13732,12341 Washington Hwy,Ashland,VA
3 - Charlottesville/Staunton,22801-3487, 10/04/2007,Courtyard by Marriott,41432,1890 Evelyn Byrd Ave,Harrisonburg,VA
6 - Richmond/FBurg,23047-1916, 10/04/2007,7 Eleven Store 2515 18603,18237,10126 Kings Dominion Blvd,Doswell,VA
6 - Richmond/FBurg,23047-1916, 10/04/2007,Doswell Texaco,53936,10162 Kings Dominion Blvd,Doswell,VA
3 - Charlottesville/Staunton,22801, 10/04/2007,Rocktown Grill,42179,2061 Evelyn Byrd Ave Ste F,Harrisonburg,VA
6 - Richmond/FBurg,23047-1816, 10/04/2007,Doswell Express,40752,16414 Washington Hwy,Doswell,VA
3 - Charlottesville/Staunton,22801, 10/04/2007,Gold Crown Billiards,34521,92 Chestnut Ridge Dr,Harrisonburg,VA
3 - Charlottesville/Staunton,22801, 10/04/2007,Dona Rosa Authentic Mexican Restaurant,46885,43 Linda Ln,Harrisonburg,VA
6 - Richmond/FBurg,23005-1621, 10/04/2007,Imperial Chinese Restaurant,46044,117 N Washington Hwy,Ashland,VA
6 - Richmond/FBurg,23005-2076, 10/04/2007,The Ironhorse,53654,100 S Railroad Ave Ste B,Ashland,VA
3 - Charlottesville/Staunton,22801, 10/04/2007,CVS Pharmacy 1552,35659,780 Cantrell Ave,Harrisonburg,VA
6 - Richmond/FBurg,23005-2076, 10/04/2007,The Caboose,77222,108 S Railroad Ave,Ashland,VA
6 - Richmond/FBurg,23005-2199, 10/04/2007,Andys Restaurant,72165,412 England St,Ashland,VA
6 - Richmond/FBurg,23219-4116, 10/05/2007,La Grotta,70950,1218 E Cary St,Richmond,VA
6 - Richmond/FBurg,23227-4051, 10/05/2007,Nuttals Market,47000,4010 Macarthur Ave,Richmond,VA
6 - Richmond/FBurg,23227, 10/05/2007,Bella Arte,27788,1223 Bellevue Ave,Richmond,VA
6 - Richmond/FBurg,23221-2811, 10/05/2007,Zeus Gallery Cafe,73569,201 N Belmont Ave,Richmond,VA
6 - Richmond/FBurg,23220-4634, 10/05/2007,Dogwood Grille and Spirits,10969,1731 W Main St,Richmond,VA
6 - Richmond/FBurg,23220-4213, 10/05/2007,Skyy Restaurant and Jazz Palace,46745,4 W Broad St,Richmond,VA
6 - Richmond/FBurg,23219, 10/05/2007,BlackFinn,45909,"1001 Haxall PointSuite 101",Richmond,VA
6 - Richmond/FBurg,23219-1307, 10/05/2007,Croaker's Spot,45758,119 E. Leigh St.,Richmond,VA
6 - Richmond/FBurg,23222-4813, 10/05/2007,Chamberlayne Shell,36550,2021 Chamberlayne Ave,Richmond,VA
6 - Richmond/FBurg,23222-3505, 10/05/2007,BP,18984,2931 Chamberlayne Ave,Richmond,VA
6 - Richmond/FBurg,23222-2711, 10/05/2007,The Market Place,39056,101 E Brookland Park Blvd,Richmond,VA
7 - Hampton,23868-3303, 10/09/2007,Mayfield Mini Mart # 2,11918,2002 Lawrenceville Plank Rd,Lawrenceville,VA
7 - Hampton,23868-2124, 10/09/2007,James Mart,76568,624 S Hicks St,Lawrenceville,VA
7 - Hampton,23868, 10/09/2007,Lawrenceville Slip-In,13144,16234 Christanna Hwy,Lawrenceville,VA
7 - Hampton,23857, 10/09/2007,D D Mart,32959,9295 Christianna Hwy,Lawrenceville,VA
7 - Hampton,23847-5762, 10/09/2007,The 611 Depot,24314,1614 Dry Bread Rd,Emporia,VA
7 - Hampton,23847-6104, 10/09/2007,Red Barn Food,58367,1539 Skippers Rd,Emporia,VA
7 - Hampton,23890-3419, 10/09/2007,Calvin Adams Grocery,27989,9243 General Mahone Hwy,Waverly,VA
6 - Richmond/FBurg,23223, 10/11/2007,Bistro 104,47416,104 North 18th St,Richmond,VA
6 - Richmond/FBurg,23223, 10/11/2007,The Market at Tobacco Row,34254,2320 E Main St,Richmond,VA
6 - Richmond/FBurg,23223, 10/11/2007,Jumping Js Java & General Store,46916,2306 Jefferson Ave,Richmond,VA
6 - Richmond/FBurg,23223-6562, 10/11/2007,Sunny Super Market,39671,913 N 25th St,Richmond,VA
6 - Richmond/FBurg,23223, 10/11/2007,Love Seafood & Love Food Market,28528,2909 2913 Nine Mile Rd,Richmond,VA
6 - Richmond/FBurg,23223-6355, 10/11/2007,Big Johns Grill,77348,2001 Venable St,Richmond,VA
6 - Richmond/FBurg,23225-1725, 10/11/2007,The Stratford Grill,32808,2805 Hathaway Rd,Richmond,VA
8 - Chesapeake,23457-1215, 10/11/2007,Seneca Campground,30847,161 Princess Anne Rd,Virginia Beach,VA
6 - Richmond/FBurg,23235-2349, 10/11/2007,Belle Kuisine,40322,3044 3046 Stony Point Rd,Richmond,VA
6 - Richmond/FBurg,23235-2349, 10/11/2007,Belle Kuisine,27046,3044 3046 Stony Point Rd,Richmond,VA
6 - Richmond/FBurg,23225-5622, 10/11/2007,Red Lobster Restaurant 211,18930,6827 Midlothian Tpke,Richmond,VA
6 - Richmond/FBurg,23225-5613, 10/11/2007,Kasana Shell,35495,6600 Midlothian Tpke,Richmond,VA
6 - Richmond/FBurg,23235-4946, 10/11/2007,CVS/Pharmacy 1992,21078,9201 Midlothian Tpke,Richmond,VA
6 - Richmond/FBurg,23235, 10/11/2007,The Olive Garden Italian Res 240,52916,9750 Midlothian Tpke,Richmond,VA
6 - Richmond/FBurg,23235, 10/11/2007,Hong Kong King Buffet,12799,10334 Midlothian Tpke,Richmond,VA
6 - Richmond/FBurg,23235-4405, 10/11/2007,TGI Fridays,59479,10301 Midlothian Tpke,Richmond,VA
6 - Richmond/FBurg,23235-4815, 10/11/2007,Tackle Express,38689,10035 Midlothian Tpke,Richmond,VA
6 - Richmond/FBurg,23235, 10/11/2007,Haltehs Hot Pizza 2,49591,2005 Huguenot Rd,Richmond,VA
6 - Richmond/FBurg,23235-4764, 10/11/2007,El Paso,55564,11521 Midlothian Tpke Ste D,Richmond,VA
6 - Richmond/FBurg,23113, 10/11/2007,Extra Billys Smokehouse and Brewery,8876,1110  Alverser Dr,Midlothian,VA
6 - Richmond/FBurg,23113, 10/11/2007,Brick House Diner,34370,13520 Midlothian Tpke,Midlothian,VA
8 - Chesapeake,23462, 10/11/2007,Samys Mexican Restaurant Corp,42526,4402 Princess Anne Rd Ste 107 108,Virginia Beach,VA
8 - Chesapeake,23462-6418, 10/11/2007,Sneeky Petes,29007,4706 Larkspur Sq Shop Ctr,Virginia Beach,VA
8 - Chesapeake,23456-3844, 10/11/2007,The Imperial Palace,440,4878 Princess Anne Rd Ste 109,Virginia Beach,VA
6 - Richmond/FBurg,23112, 10/11/2007,Buffalo Wild Wings Grill & Bar,41341,12056 Southshore Pointe Dr,Midlothian,VA
6 - Richmond/FBurg,23112-3301, 10/11/2007,Giuseppes Pizza,40790,10173 Hull Street Rd,Midlothian,VA
8 - Chesapeake,23462, 10/11/2007,Lucky Dogz,40464,5719 D Princess Anne Rd,Virginia Beach,VA
8 - Chesapeake,23704-5301, 10/11/2007,Christophers Grocery,76440,1903 Columbus Ave,Portsmouth,VA
6 - Richmond/FBurg,23112-3257, 10/11/2007,Big Kmart #3634,3019,11003 Hull Street Rd,Midlothian,VA
6 - Richmond/FBurg,23112-3204, 10/11/2007,Yen Ching Restaurant,52015,11102 Hull Street Rd,Midlothian,VA
8 - Chesapeake,23701-1923, 10/11/2007,Quick Stop,41245,5102 Vick St,Portsmouth,VA
6 - Richmond/FBurg,23112-3205, 10/11/2007,Food Lion 299,9661,11130 Hull Street Rd,Midlothan,VA
6 - Richmond/FBurg,23112-3928, 10/11/2007,Sapphire Grill,39436,13548 Genito Rd,Midlothian,VA
6 - Richmond/FBurg,23112-4001, 10/11/2007,Brandermill Shell,13634,13625 Genito Rd,Midlothian,VA
6 - Richmond/FBurg,23112, 10/11/2007,Annas Pizza Inc,6794,11027 Hull Street Rd,Midlothian,VA
6 - Richmond/FBurg,23112-3312, 10/11/2007,7 Eleven Store 2515 23779,32899,10724 Hull Street Rd,Midlothian,VA
6 - Richmond/FBurg,23235-5804, 10/11/2007,Rite Aid Pharmacy  3630,77232,7228 Hull Street Rd,Richmond,VA
6 - Richmond/FBurg,23113, 10/11/2007,Bookbinders Grill,29012,1244 Alverser Dr,Midlothian,VA
1 - Roanoke,24483-9998, 10/12/2007,Gertie's Country Store,1449,Box 563 Tye River Tpke,Vesuvius,VA
3 - Charlottesville/Staunton,22630-8007, 10/12/2007,North Fork Superette,47886,1964 Strasburg Rd # 13,Front Royal,VA
3 - Charlottesville/Staunton,22630, 10/12/2007,VA 513,33452,63 West 14th St,Front Royal,VA
1 - Roanoke,24578, 10/12/2007,Natural Bridge Hotel,78175,US Route 11,Natural Bridge,VA
3 - Charlottesville/Staunton,22630-3000, 10/12/2007,Breaktime Billiards,76599,460 A S Commerce Ave,Front Royal,VA
3 - Charlottesville/Staunton,22630, 10/12/2007,Rite Aid Pharmacy # 3695,10843,800 John Marshall Hwy,Front Royal,VA
3 - Charlottesville/Staunton,22642, 10/12/2007,Q Stop Food Stores   121,57120,4697 John Marshall Hwy,Linden,VA
1 - Roanoke,24555-0564, 10/12/2007,Glasgow Grocery Express,70705,844 Rockbridge Rd,Glasgow,VA
3 - Charlottesville/Staunton,22630, 10/12/2007,Q Stop Food Store  125,60404,10178 Winchester Rd,Front Royal,VA
1 - Roanoke,24416, 10/12/2007,Hilltop,27920,2177 E Midland Trl,Buena Vista,VA
1 - Roanoke,24450-1725, 10/12/2007,Woods Creek Grocery,75495,411 Lime Kiln Rd,Lexington,VA
3 - Charlottesville/Staunton,22601, 10/12/2007,Murphy Beverage Co,39917,167 N Loudoun St,Winchester,VA
3 - Charlottesville/Staunton,22601, 10/12/2007,Big Kmart # 3709,3100,1675 S Pleasant Valley Rd,Winchester,VA
1 - Roanoke,24450, 10/12/2007,Cafe Michel,33273,640 North Lee Hwy,Lexington,VA
3 - Charlottesville/Staunton,22601, 10/12/2007,Ichiban Japanese Steak & Seafood House,4936,2058 Pleasant Valley Rd,Winchester,VA
1 - Roanoke,24450, 10/12/2007,Stop In Food Stores 78,47473,257 W Midland Trl,Lexington,VA
3 - Charlottesville/Staunton,22601-7003, 10/12/2007,Castiglias Italian Eatery,9219,2100 S Pleasant Valley Rd,Winchester,VA
1 - Roanoke,24450-2528, 10/12/2007,Washington Street Purveyors,74961,9 E Washington St,Lexington,VA
3 - Charlottesville/Staunton,22601, 10/12/2007,The Olive Garden Italian Restaurant # 1669,41512,2590 S Pleasant Valley Rd,Winchester,VA
1 - Roanoke,24450-2529, 10/12/2007,Christophers,44153,4 E Washington St,Lexington,VA
1 - Roanoke,24450, 10/12/2007,Lexington Pit Stop,10200,874 N Lee Hwy,Lexington,VA
6 - Richmond/FBurg,22485, 10/15/2007,Hunan Cafe,40466,17130 Dahlgren Rd,King George,VA
6 - Richmond/FBurg,22553, 10/15/2007,601 Variety Store,46767,6261 Lawyers Rd,Spotsylvania,VA
6 - Richmond/FBurg,22485, 10/15/2007,Food Lion 403,9685,15429 Dalgren Rd,King George,VA
6 - Richmond/FBurg,22485, 10/15/2007,V Mart,39353,5306 James Madison Hwy,King George,VA
6 - Richmond/FBurg,22485-5834, 10/15/2007,Roma Pizza,42628,5293 Palivoda Dr,King George,VA
6 - Richmond/FBurg,22553, 10/15/2007,Chewning Grocery,7195,9100 Courthouse Rd PO Box 609,Spotsylvania,VA
6 - Richmond/FBurg,22553-2517, 10/15/2007,Courthouse Cafe,26253,8955 Courthouse Rd,Spotsylvania,VA
6 - Richmond/FBurg,23117-9659, 10/15/2007,Hunters Landing Convenience Store,31870,6320 Belmont Rd,Mineral,VA
6 - Richmond/FBurg,22553-5328, 10/15/2007,Keystone Grocery,6621,14008 W Catharpin Rd,Spotsylvania,VA
6 - Richmond/FBurg,22407, 10/15/2007,Fas Mart # 47,26077,3530 Plank Rd,Fredericksburg,VA
6 - Richmond/FBurg,22407, 10/15/2007,Chilis Grill & Bar,40922,3104 Plank Rd,Fredericksburg,VA
8 - Chesapeake,23320, 10/16/2007,Joes Crab Shack,3632,1568 Crossway Blvd,Chesapeake,VA
8 - Chesapeake,23320-2833, 10/16/2007,Famous Uncle Al's,5500,1412 Greenbrier Pky # 116,Chesapeake,VA
8 - Chesapeake,23320, 10/16/2007,7 Eleven Store  2514  32345,4997,1328 Kempsville Rd,Chesapeake,VA
8 - Chesapeake,23320-8132, 10/16/2007,Volvo Shell,58600,1353 Kempsville Rd,Chesapeake,VA
7 - Hampton,23669-2911, 10/16/2007,Food Lion 1504,9882,21 W Mercury Blvd,Hampton,VA
8 - Chesapeake,23320, 10/16/2007,7 Eleven Store 2514  25377,36435,500 N Battlefield Blvd,Chesapeake,VA
8 - Chesapeake,23322, 10/16/2007,Costa Azul Authentic Mexican Cuisine,45227,237 Hanbury Rd E # 8,Chesapeake,VA
7 - Hampton,23669, 10/16/2007,County Grill,10213,26 E Mercury Blvd,Hampton,VA
7 - Hampton,23669, 10/16/2007,Goodys Deli & Pub,9069,11 E Queens Way,Hampton,VA
7 - Hampton,23669, 10/16/2007,Musasi Japanese Restaurant,75365,49 W Queens Way,Hampton,VA
7 - Hampton,23693, 10/16/2007,Moonstar Thai & Chinese Restaurant,42305,555 Settlers Landing Rd # O & P,Hampton,VA
6 - Richmond/FBurg,22554, 10/17/2007,Family Pizzeria,38539,1924 Jefferson Davis Hwy,Stafford,VA
1 - Roanoke,24014, 10/17/2007,Tokyo Restaurant,29055,3749 Franklin Rd SW,Roanoke,VA
1 - Roanoke,24017-4948, 10/17/2007,El Mexicano Restaurant,33421,3604 Shenandoah Ave NW,Roanoke,VA
6 - Richmond/FBurg,22401, 10/17/2007,South Vietnam House,40246,1623 Carl D Silver Pky,Fredericksburg,VA
1 - Roanoke,24127, 10/17/2007,Pine Top Inn Store Inc,26678,24415 Craig Creek Rd,New Castle,VA
6 - Richmond/FBurg,22401, 10/17/2007,Wawa Food Markets #667,7456,2390 Plank Rd,Fredericksburg,VA
8 - Chesapeake,23322, 10/17/2007,Eckerd Drugs # 8242,29661,1415 Cedar Rd,Chesapeake,VA
8 - Chesapeake,23320, 10/17/2007,Knells Ridge Amoco,10282,945 S Battlefield Blvd,Chesapeake,VA
1 - Roanoke,24422-1933, 10/17/2007,Douthat  #604,41102,2515 Grafton St,Clifton Forge,VA
1 - Roanoke,24422-1975, 10/17/2007,One Stop Mart,3619,2211 Grafton St,Clifton Forge,VA
8 - Chesapeake,23322, 10/17/2007,Wal Mart Supercenter #5253,41705,632 Grassfield Pky,Chesapeake,VA
6 - Richmond/FBurg,22401-5103, 10/17/2007,Kenzo Japanese Sushi & Grill,45022,2025 Plank Rd,Fredericksburg,VA
1 - Roanoke,24426-1409, 10/17/2007,Wright Stop Food Store,72116,221 N Monroe Ave,Covington,VA
6 - Richmond/FBurg,22401-4420, 10/17/2007,El Paso Mexican Restaurant,38183,539 Jefferson Davis Hwy,Fredericksburg,VA
1 - Roanoke,24426, 10/17/2007,Double C Cafe,73954,315 Rear Main St,Covington,VA
6 - Richmond/FBurg,22401-4420, 10/17/2007,Tarntip Thai Cuisine,45724,507 Jefferson Davis Hwy,Fredericksburg,VA
8 - Chesapeake,23707-1819, 10/17/2007,Scotts Creek Marina,52281,6 Harper Rd,Portsmouth,VA
6 - Richmond/FBurg,22401-6060, 10/17/2007,Brock's Riverside Grill,7900,503 Sophia St,Fredericksburg,VA
6 - Richmond/FBurg,22401-6060, 10/17/2007,Brock's Riverside Grill,7900,503 Sophia St,Fredericksburg,VA
1 - Roanoke,24175, 10/17/2007,Kangaroo Express # 3707,39980,2765  Lee Hwy S,Troutville,VA
1 - Roanoke,24175, 10/17/2007,Italian Bella Pizza & Restaurant,75736,2716 Lee Hwy,Troutville,VA
1 - Roanoke,24175, 10/17/2007,CVS Pharmacy  #3336,54395,2726 Lee Hwy,Troutville,VA
3 - Charlottesville/Staunton,22701, 10/18/2007,Reva Market,10812,7015 James Monroe Hwy,Culpeper,VA
3 - Charlottesville/Staunton,22701, 10/18/2007,7 Eleven Store 2531 10644,3912,416 Main St,Culpeper,VA
3 - Charlottesville/Staunton,22701, 10/18/2007,Lakeside Club House,43600,12282 Sperryville Pike,Culpeper,VA
3 - Charlottesville/Staunton,22701, 10/18/2007,Westover Supermarket,38050,1325 Sperryville Pike,Culpeper,VA
3 - Charlottesville/Staunton,22701-3238, 10/18/2007,Tea Lace & Roses,39544,123 W Davis St,Culpeper,VA
3 - Charlottesville/Staunton,22736, 10/18/2007,Richardsville Country Store & Deli LLC,44115,29162 Eleys Ford Rd,Richardsville,VA
3 - Charlottesville/Staunton,22701, 10/18/2007,Stop In Food Stores 69,31272,16390 Brandy Rd,Culpeper,VA
3 - Charlottesville/Staunton,22718-1720, 10/18/2007,Elkwood Country Market,21936,22080 James Madison Hwy,Elkwood,VA
3 - Charlottesville/Staunton,22712, 10/18/2007,E E Wine Inc,34608,11069 Marsh Rd,Bealeton,VA
3 - Charlottesville/Staunton,20188, 10/18/2007,Main Street Grill,40986,79 Main St,Warrenton,VA
3 - Charlottesville/Staunton,20187-7110, 10/18/2007,Airlie Foundation,2060,6809 Airlie Rd,Warrenton,VA
3 - Charlottesville/Staunton,20198, 10/18/2007,The Corner Store at Old Tavern,32608,5090 Old Tavern Rd,The Plains,VA
3 - Charlottesville/Staunton,20198-0288, 10/18/2007,Rail Stop Restaurant,4672,6476 - 6478 Main St,The Plains,VA
3 - Charlottesville/Staunton,20116, 10/18/2007,Bloom # 2715,9917,4195 Winchester Rd,Marshall,VA
3 - Charlottesville/Staunton,20186-2107, 10/18/2007,Applebee's Neighborhood Grill & Bar,19841,105 W Lee Hwy,Warrenton,VA
3 - Charlottesville/Staunton,20186, 10/18/2007,Mojitos & Tapas Restaurant,43661,251 W Lee Hwy Ste 157,Warrenton,VA
6 - Richmond/FBurg,23831-1425, 10/19/2007,Sanders Sideline Cafe,10298,10348 Iron Bridge Rd,Chester,VA
8 - Chesapeake,23453, 10/22/2007,7 Eleven Store 2514 33540,41279,1788 Brigands Way,Virginia Beach,VA
6 - Richmond/FBurg,23860-7335, 10/23/2007,Miller Mart 60,77777,5201 Oaklawn Blvd,Hopewell,VA
6 - Richmond/FBurg,23860-6514, 10/23/2007,Livewires Restaurant & Lounge,39366,4108 Oaklawn Blvd,Hopewell,VA
6 - Richmond/FBurg,23860-6518, 10/23/2007,Oaklawn Bowl,33982,4300 Oaklawn Blvd,Hopewell,VA
6 - Richmond/FBurg,23860-3520, 10/23/2007,NY Corner Store,35302,2223 Atlantic St,Hopewell,VA
6 - Richmond/FBurg,23860, 10/23/2007,Appomattox River Peanut Co,28646,424 S 15th Ave,Hopewell,VA
1 - Roanoke,24012, 10/23/2007,Blueberry Hills Restaurant & Lounge,53776,5301 Williamson Rd NW,Roanoke,VA
1 - Roanoke,24012-2328, 10/23/2007,This Ill Dew Tavern,46383,4608 Williamson Rd Nw,Roanoke,VA
1 - Roanoke,24012-4306, 10/23/2007,New Yorker Delicatessen & Restaurant,839,2802 Williamson Rd NW,Roanoke,VA
1 - Roanoke,24012, 10/23/2007,Community Shop In,29052,1615 Burrell St NW,Roanoke,VA
1 - Roanoke,24017-3013, 10/23/2007,Jordan Mart,1520,2607 Cove Rd NW,Roanoke,VA
1 - Roanoke,24017-3529, 10/23/2007,Lafayette Grocery Mart,41894,1035 Lafayette Blvd NW,Roanoke,VA
1 - Roanoke,24017-6516, 10/23/2007,Getty Mart,78269,3842 Shenandoah Ave NW,Roanoke,VA
1 - Roanoke,24018-1247, 10/23/2007,Mikes Country Market,35647,4330 Brandon Ave SW,Roanoke,VA
1 - Roanoke,24018-1522, 10/23/2007,Jimmy Vs Restaurant,21716,3404 Brandon Ave SW,Roanoke,VA
