-83.56019,36.64536,Park:Cumberland Gap National Historical Park,Park:Cumberland Gap National Historical Park,
-83.19656,36.75592,Park:Stone Mountain Park,Park:Stone Mountain Park,
-83.18184,36.57814,Park:Vardy School Community Historic District,Park:Vardy School Community Historic District,
-83.11350,36.69564,Park:Jonesville Park,Park:Jonesville Park,
-83.02850,36.76898,Park:Leeman Field,Park:Leeman Field,
-82.97877,36.99676,Park:Kingdom Come State Park,Park:Kingdom Come State Park,
-82.95189,36.96403,Theater:Coal Miners Memorial Theater,Theater:Coal Miners Memorial Theater,
-82.95182,36.96384,Park:Coal Miners Memorial Park,Park:Coal Miners Memorial Park,
-82.84988,37.05426,Park:Hensley-Pine Mountain Wildlife Management Area,Park:Hensley-Pine Mountain Wildlife Management Area,- 
-82.78155,36.86676,Park:Bullit Park,Park:Bullit Park,
-82.74016,36.69954,Park:Natural Tunnel State Park,Park:Natural Tunnel State Park,
-82.67988,36.55065,Park:Mount Carmel Park,Park:Mount Carmel Park,
-82.61405,36.88760,Park:High Knob Recreation Area,Park:High Knob Recreation Area,
-82.61156,36.50816,Park:Bays Mountain Park,Park:Bays Mountain Park,
-82.60682,36.50149,Park:Eastman Recreation Area,Park:Eastman Recreation Area,
-82.59182,36.55066,Park:Centennial Boat Yard Park,Park:Centennial Boat Yard Park,
-82.59016,36.88427,Park:Glades Wildlife Management Area,Park:Glades Wildlife Management Area,
-82.58876,36.55066,Park:Riverfront Park,Park:Riverfront Park,
-82.57543,36.64121,Park:R P Kane Athletic Field,Park:R P Kane Athletic Field,
-82.57015,36.55205,Park:Cloud Park,Park:Cloud Park,
-82.52709,36.53371,Park:J Fred Johnson Park,Park:J Fred Johnson Park,
-82.51376,36.60760,Park:Anderson Block House Monument,Park:Anderson Block House Monument,
-82.48376,36.49149,Park:Warriors Path State Park,Park:Warriors Path State Park,
-82.29487,37.29039,Park:Breaks Interstate Park,Park:Breaks Interstate Park,
-82.21458,36.57566,Park:Steele Creek Park,Park:Steele Creek Park,
-82.19819,36.60149,Park:Randolph Field,Park:Randolph Field,
-82.18958,36.58538,Park:Patterson Park,Park:Patterson Park,
-82.18847,36.57066,Park:Haynesfield Park,Park:Haynesfield Park,
-82.18319,36.58261,Park:Bristol Municipal Stadium,Park:Bristol Municipal Stadium,
-82.18152,36.59122,Park:Anderson Park,Park:Anderson Park,
-82.17652,36.58955,Park:Rotary Park,Park:Rotary Park,
-82.17208,36.58872,Park:Parker Park,Park:Parker Park,
-82.17180,36.57844,Park:Defriece Park,Park:Defriece Park,
-82.17097,36.60733,Park:Mumpower Park,Park:Mumpower Park,
-82.16680,36.61205,Park:Eastern Park,Park:Eastern Park,
-82.14291,36.58066,Park:Holston View Park,Park:Holston View Park,
-82.07457,36.55455,Park:Cherokee Purchase Unit,Park:Cherokee Purchase Unit,
-82.06235,36.90983,Park:Cedar Creek Park,Park:Cedar Creek Park,
-82.04068,36.51733,Park:Cherokee Wildlife Management Area,Park:Cherokee Wildlife Management Area,
-82.03902,36.57733,Park:Observation Park,Park:Observation Park,
-81.98318,36.52511,Park:Kettlefoot Wildlife Management Area,Park:Kettlefoot Wildlife Management Area,
-81.97740,36.70960,Park:Overmountain Victory National History Trail,Park:Overmountain Victory National History Trail,
-81.97735,36.70983,Park:Abington Historic District,Park:Abington Historic District,
-81.95068,36.56123,Park:Kettlefoot Wildlife Management Area,Park:Kettlefoot Wildlife Management Area,
-81.82917,36.77361,Theater:Studio Theatre,Theater:Studio Theatre,
-81.82806,36.77333,Park:Fullerton Field,Park:Fullerton Field,
-81.82583,36.77444,Park:DeVault Field,Park:DeVault Field,
-81.82512,36.94456,Park:Clinch Mountain State Wildlife Management Area,Park:Clinch Mountain State Wildlife Management Area,
-81.81429,36.59456,Park:Backbone Rock Recreation Area,Park:Backbone Rock Recreation Area,
-81.72206,37.57928,Park:Horse Creek Lake Wildlife Management Area,Park:Horse Creek Lake Wildlife Management Area,
-81.71011,37.57483,Park:Horse Creek Public Fishing Area,Park:Horse Creek Public Fishing Area,
-81.69983,37.60289,Park:R D Bailey Lake Wildlife Management Area,Park:R D Bailey Lake Wildlife Management Area,
-81.68650,37.25734,Park:Berwind Lake Wildlife Management Area,Park:Berwind Lake Wildlife Management Area,
-81.62400,37.68817,Park:Laurel Park,Park:Laurel Park,
-81.52734,36.88067,Park:Hungry Mother State Park,Park:Hungry Mother State Park,
-81.50345,36.83817,Park:Marion Stadium,Park:Marion Stadium,
-81.49844,36.62401,Park:Grayson Highlands State Park,Park:Grayson Highlands State Park,
-81.49845,37.13514,Cinema:Climbing Tree Theather,Cinema:Climbing Tree Theather,
-81.43677,37.63345,Park:Twin Falls State Park,Park:Twin Falls State Park,
-81.42038,37.32067,Park:Anawalt Lake Wildlife Management Area,Park:Anawalt Lake Wildlife Management Area,
-81.37538,36.74956,Park:Mount Rogers National Recreation Area,Park:Mount Rogers National Recreation Area,
-81.34149,37.09817,Park:Burkes Garden Rural Historic District,Park:Burkes Garden Rural Historic District,
-81.34010,37.30428,Park:Pocahontas Historic District,Park:Pocahontas Historic District,
-81.31149,37.32512,Park:Bramell Historic District,Park:Bramell Historic District,
-81.29232,37.31206,Park:Pinnacle Rock State Park,Park:Pinnacle Rock State Park,
-81.24899,37.24790,Park:Bowen Field,Park:Bowen Field,
-81.24740,37.24830,Park:Bluefield City Park,Park:Bluefield City Park,
-81.24399,37.25067,Park:Mitchell Stadium,Park:Mitchell Stadium,
-81.24093,37.26178,Park:Wade Athletic field,Park:Wade Athletic field,
-81.22371,37.26762,Park:Bluefield Downtown Commercial Historic District,Park:Bluefield Downtown Commercial Historic District,
-81.22343,36.76345,Park:Comers Rock Recreation Area,Park:Comers Rock Recreation Area,
-81.21288,37.93983,Park:Plum Orchard Lake Wildlife Management Area,Park:Plum Orchard Lake Wildlife Management Area,
-81.20371,37.26123,Park:Montvale Park,Park:Montvale Park,
-81.20371,37.74595,Park:Fitzpatrick Park,Park:Fitzpatrick Park,
-81.19371,37.78428,Park:New River Park,Park:New River Park,
-81.18648,36.98067,Park:Dark Hollow Picnic Area,Park:Dark Hollow Picnic Area,
-81.17010,37.78567,Park:Babe Ruth Park,Park:Babe Ruth Park,
-81.15733,37.97094,Park:Collins Park,Park:Collins Park,
-81.13287,37.50817,Park:Camp Creek State Park,Park:Camp Creek State Park,
-81.11481,37.36040,Park:Princeton Youth Park,Park:Princeton Youth Park,
-81.10594,38.06011,Park:Janutola Park,Park:Janutola Park,
-81.08398,37.74512,Park:Little Beaver State Park,Park:Little Beaver State Park,
-81.07760,37.87567,Park:New River Gorge National River,Park:New River Gorge National River,
-81.06565,37.84150,Park:Grandview State Park (historical),Park:Grandview State Park (historical),
-81.06149,37.89123,Park:McKendreee Public Hunting and Fishing Area,Park:McKendreee Public Hunting and Fishing Area,
-80.99926,37.54179,Park:Bluestone National Scenic River,Park:Bluestone National Scenic River,
-80.99426,37.53984,Park:Pipestem State Park,Park:Pipestem State Park,
-80.99008,36.77707,Park:Long Branch Picnic Area,Park:Long Branch Picnic Area,
-80.97121,37.99400,Park:Babcock State Park,Park:Babcock State Park,
-80.93592,37.61817,Park:Bluestone State Park,Park:Bluestone State Park,
-80.93591,36.51874,Park:Blue Ridge Parkway,Park:Blue Ridge Parkway,
-80.92063,36.65707,Park:Felts Park,Park:Felts Park,
-80.91341,37.32234,Park:Tate Lohr Wildlife Management Area,Park:Tate Lohr Wildlife Management Area,
-80.90508,36.54652,Park:Cumberland Knob Recreation Area,Park:Cumberland Knob Recreation Area,
-80.90231,37.75984,Park:Sandstone Falls State Park (historical),Park:Sandstone Falls State Park (historical),
-80.90230,36.95123,Park:Carter Wayside,Park:Carter Wayside,
-80.88870,37.67484,Park:Hinton Historic District,Park:Hinton Historic District,
-80.88036,37.55901,Park:Bluestone Lake Wildlife Management Area,Park:Bluestone Lake Wildlife Management Area,
-80.86980,37.47262,Park:Sherman Ballard Recreation Area,Park:Sherman Ballard Recreation Area,
-80.86285,36.86901,Park:Shot Tower State Historical Park,Park:Shot Tower State Historical Park,
-80.82313,36.55902,Park:Fishers Peak Historical Site,Park:Fishers Peak Historical Site,
-80.81035,36.66624,Park:Crooked Creek Fish Management Area,Park:Crooked Creek Fish Management Area,
-80.78229,37.05456,Park:Pulaski Historic Residential District,Park:Pulaski Historic Residential District,
-80.78118,37.01956,Park:Pulaski Wayside Picnic Area,Park:Pulaski Wayside Picnic Area,
-80.78118,37.04651,Park:Jackson Park,Park:Jackson Park,
-80.78007,37.04818,Park:Pulaski Historic Commercial District,Park:Pulaski Historic Commercial District,
-80.77590,37.03929,Park:Calfee Park,Park:Calfee Park,
-80.72454,38.29122,Park:Summersville Lake Public Hunting and Fishing Area,Park:Summersville Lake Public Hunting and Fishing Area,
