Park:Cumberland Gap National Historical Park	36.64536	-83.56019		Park:Cumberland Gap National Historical Park
Park:Kettlefoot Wildlife Management Area	36.56123	-81.95068		Park:Kettlefoot Wildlife Management Area
Theater:Studio Theatre	36.77361	-81.82917		Theater:Studio Theatre
Park:Fullerton Field	36.77333	-81.82806		Park:Fullerton Field
Park:DeVault Field	36.77444	-81.82583		Park:DeVault Field
Park:Clinch Mountain State Wildlife Management Area	36.94456	-81.82512		Park:Clinch Mountain State Wildlife Management Area
Park:Backbone Rock Recreation Area	36.59456	-81.81429		Park:Backbone Rock Recreation Area
Park:Horse Creek Lake Wildlife Management Area	37.57928	-81.72206		Park:Horse Creek Lake Wildlife Management Area
Park:Horse Creek Public Fishing Area	37.57483	-81.71011		Park:Horse Creek Public Fishing Area
Park:R D Bailey Lake Wildlife Management Area	37.60289	-81.69983		Park:R D Bailey Lake Wildlife Management Area
Park:Berwind Lake Wildlife Management Area	37.25734	-81.68650		Park:Berwind Lake Wildlife Management Area
Park:Laurel Park	37.68817	-81.62400		Park:Laurel Park
Park:Hungry Mother State Park	36.88067	-81.52734		Park:Hungry Mother State Park
Park:Marion Stadium	36.83817	-81.50345		Park:Marion Stadium
Park:Grayson Highlands State Park	36.62401	-81.49844		Park:Grayson Highlands State Park
Cinema:Climbing Tree Theather	37.13514	-81.49845		Cinema:Climbing Tree Theather
Park:Twin Falls State Park	37.63345	-81.43677		Park:Twin Falls State Park
Park:Anawalt Lake Wildlife Management Area	37.32067	-81.42038		Park:Anawalt Lake Wildlife Management Area
Park:Mount Rogers National Recreation Area	36.74956	-81.37538		Park:Mount Rogers National Recreation Area
Park:Burkes Garden Rural Historic District	37.09817	-81.34149		Park:Burkes Garden Rural Historic District
Park:Pocahontas Historic District	37.30428	-81.34010		Park:Pocahontas Historic District
Park:Bramell Historic District	37.32512	-81.31149		Park:Bramell Historic District
Park:Pinnacle Rock State Park	37.31206	-81.29232		Park:Pinnacle Rock State Park
Park:Bowen Field	37.24790	-81.24899		Park:Bowen Field
Park:Bluefield City Park	37.24830	-81.24740		Park:Bluefield City Park
Park:Mitchell Stadium	37.25067	-81.24399		Park:Mitchell Stadium
Park:Wade Athletic field	37.26178	-81.24093		Park:Wade Athletic field
Park:Bluefield Downtown Commercial Historic District	37.26762	-81.22371		Park:Bluefield Downtown Commercial Historic District
Park:Comers Rock Recreation Area	36.76345	-81.22343		Park:Comers Rock Recreation Area
Park:Plum Orchard Lake Wildlife Management Area	37.93983	-81.21288		Park:Plum Orchard Lake Wildlife Management Area
Park:Montvale Park	37.26123	-81.20371		Park:Montvale Park
Park:Fitzpatrick Park	37.74595	-81.20371		Park:Fitzpatrick Park
Park:New River Park	37.78428	-81.19371		Park:New River Park
Park:Dark Hollow Picnic Area	36.98067	-81.18648		Park:Dark Hollow Picnic Area
Park:Babe Ruth Park	37.78567	-81.17010		Park:Babe Ruth Park
Park:Collins Park	37.97094	-81.15733		Park:Collins Park
Park:Camp Creek State Park	37.50817	-81.13287		Park:Camp Creek State Park
Park:Princeton Youth Park	37.36040	-81.11481		Park:Princeton Youth Park
Park:Janutola Park	38.06011	-81.10594		Park:Janutola Park
Park:Little Beaver State Park	37.74512	-81.08398		Park:Little Beaver State Park
Park:New River Gorge National River	37.87567	-81.07760		Park:New River Gorge National River
Park:Grandview State Park (historical)	37.84150	-81.06565		Park:Grandview State Park (historical)
Park:McKendreee Public Hunting and Fishing Area	37.89123	-81.06149		Park:McKendreee Public Hunting and Fishing Area
Park:Bluestone National Scenic River	37.54179	-80.99926		Park:Bluestone National Scenic River
Park:Pipestem State Park	37.53984	-80.99426		Park:Pipestem State Park
Park:Long Branch Picnic Area	36.77707	-80.99008		Park:Long Branch Picnic Area
Park:Babcock State Park	37.99400	-80.97121		Park:Babcock State Park
Park:Bluestone State Park	37.61817	-80.93592		Park:Bluestone State Park
Park:Blue Ridge Parkway	36.51874	-80.93591		Park:Blue Ridge Parkway
Park:Felts Park	36.65707	-80.92063		Park:Felts Park
Park:Tate Lohr Wildlife Management Area	37.32234	-80.91341		Park:Tate Lohr Wildlife Management Area
Park:Cumberland Knob Recreation Area	36.54652	-80.90508		Park:Cumberland Knob Recreation Area
Park:Sandstone Falls State Park (historical)	37.75984	-80.90231		Park:Sandstone Falls State Park (historical)
Park:Carter Wayside	36.95123	-80.90230		Park:Carter Wayside
Park:Hinton Historic District	37.67484	-80.88870		Park:Hinton Historic District
Park:Bluestone Lake Wildlife Management Area	37.55901	-80.88036		Park:Bluestone Lake Wildlife Management Area
Park:Sherman Ballard Recreation Area	37.47262	-80.86980		Park:Sherman Ballard Recreation Area
Park:Shot Tower State Historical Park	36.86901	-80.86285		Park:Shot Tower State Historical Park
Park:Fishers Peak Historical Site	36.55902	-80.82313		Park:Fishers Peak Historical Site
Park:Crooked Creek Fish Management Area	36.66624	-80.81035		Park:Crooked Creek Fish Management Area
Park:Pulaski Historic Residential District	37.05456	-80.78229		Park:Pulaski Historic Residential District
Park:Pulaski Wayside Picnic Area	37.01956	-80.78118		Park:Pulaski Wayside Picnic Area
Park:Jackson Park	37.04651	-80.78118		Park:Jackson Park
Park:Pulaski Historic Commercial District	37.04818	-80.78007		Park:Pulaski Historic Commercial District
Park:Calfee Park	37.03929	-80.77590		Park:Calfee Park
Park:Summersville Lake Public Hunting and Fishing Area	38.29122	-80.72454		Park:Summersville Lake Public Hunting and Fishing Area
Park:Pence Springs Hotel Historic District	37.68179	-80.72119		Park:Pence Springs Hotel Historic District
Park:Dobson Stadium	37.08984	-80.71701		Park:Dobson Stadium
Park:New River Valley Fairgrounds	37.12373	-80.69979		Park:New River Valley Fairgrounds
Park:Newbern Historic District	37.07346	-80.69118		Park:Newbern Historic District
Park:Meadow River Wildlife Management Area	37.93428	-80.68092		Park:Meadow River Wildlife Management Area
Park:Dublin Park	37.09957	-80.67479		Park:Dublin Park
Park:Blue Ridge Parkway	36.67208	-80.64257		Park:Blue Ridge Parkway
Park:Claytor Lake State Park	37.05401	-80.62978		Park:Claytor Lake State Park
Park:Bunker Homesite	36.45319	-80.62895		Park:Bunker Homesite
Park:Westwood Park	36.51458	-80.62756		Park:Westwood Park
Park:Veterans Memorial Park	36.51513	-80.61840		Park:Veterans Memorial Park
Park:Old Cadel Ford	36.45097	-80.61006		Park:Old Cadel Ford
Park:Mount Airy Historic District	36.49941	-80.60685		Park:Mount Airy Historic District
Park:Riverside Park	36.50541	-80.60173		Park:Riverside Park
Park:Riverview Park	37.10901	-80.59145		Park:Riverview Park
Park:David Bissett Park	37.13957	-80.56978		Park:David Bissett Park
Park:Salt Sulphur Springs Historic District	37.57290	-80.56729		Park:Salt Sulphur Springs Historic District
Park:Wildwood Park	37.13540	-80.56645		Park:Wildwood Park
Park:Union Historic District	37.59151	-80.54396		Park:Union Historic District
Park:Mountain Lake Biological Station	37.36846	-80.52173		Park:Mountain Lake Biological Station
Park:Prices Fork Historic District	37.20902	-80.49172		Park:Prices Fork Historic District
Park:White Rock Recreation Area	37.42957	-80.49145		Park:White Rock Recreation Area
Park:Bishop Knob Recreation Area	38.34094	-80.48870		Park:Bishop Knob Recreation Area
Park:Newport Recreation Area	37.30318	-80.48478		Park:Newport Recreation Area
Park:Maple Street Historic District	37.80484	-80.44952		Park:Maple Street Historic District
Park:South Church Street Historic District	37.80151	-80.44869		Park:South Church Street Historic District
Park:Lewisburg Historic District	37.80179	-80.44563		Park:Lewisburg Historic District
Park:Riner Historic District	37.06402	-80.44033		Park:Riner Historic District
Attraction:Smithfield Plantation	37.21792	-80.43151		Attraction:Smithfield Plantation
Picnic spot	37.22234	-80.42193		Picnic spot
Picnic spot	37.22233	-80.42186		Picnic spot
Picnic spot	37.22236	-80.42181		Picnic spot
Attraction:Ware Lab	37.23163	-80.42171		Attraction:Ware Lab
Picnic spot	37.22713	-80.42009		Picnic spot
Picnic spot	37.22685	-80.41948		Picnic spot
Picnic spot	37.22699	-80.41930		Picnic spot
Picnic spot	37.22712	-80.41915		Picnic spot
Cinema:Haymarket Theatre	37.22951	-80.41871		Cinema:Haymarket Theatre
Picnic spot	37.22533	-80.41793		Picnic spot
Picnic spot	37.22608	-80.41729		Picnic spot
Park:Blacksburg Historic District	37.23207	-80.41644		Park:Blacksburg Historic District
Theater:The Lyric	37.23030	-80.41569		Theater:The Lyric
Playground	37.24213	-80.41380		Playground
Park:Cranberry Wildlife Management Area	38.27650	-80.41230		Park:Cranberry Wildlife Management Area
Park:Christiansburg Recreation Center	37.12957	-80.41172		Park:Christiansburg Recreation Center
Park:Miller-Southside Historic District	37.22318	-80.40949	- 	Park:Miller-Southside Historic District
Fountain	37.19885	-80.40904		Fountain
Park:South Franklin Street Historic District	37.12791	-80.40616		Park:South Franklin Street Historic District
Park:East Main Street Historic District	37.13291	-80.40533		Park:East Main Street Historic District
Park:Cambria Historic District	37.14152	-80.40505		Park:Cambria Historic District
Park:Potts Creek Wildlife Management Area	37.49679	-80.39784		Park:Potts Creek Wildlife Management Area
Park:Cranberry Back Country	38.25595	-80.37758		Park:Cranberry Back Country
Park:Moncove Lake Wildlife Management Area	37.62207	-80.35117		Park:Moncove Lake Wildlife Management Area
Park:Rocky Knob Recreation Area	36.80513	-80.33894		Park:Rocky Knob Recreation Area
Theater:Sun Music Hall	36.90981	-80.31992		Theater:Sun Music Hall
Park:North Fork Valley Rural Historic District	37.27513	-80.30838		Park:North Fork Valley Rural Historic District
Park:Cove Creek Wildlife Management Area	37.67123	-80.29395		Park:Cove Creek Wildlife Management Area
Park:Byrds Marker	36.54097	-80.29255		Park:Byrds Marker
Park:Beartown State Park	38.05234	-80.27646		Park:Beartown State Park
Park:Droop Mountain Battlefield State Park	38.11206	-80.27146		Park:Droop Mountain Battlefield State Park
Park:Cranberry Glades Botanical Area	38.20317	-80.26646		Park:Cranberry Glades Botanical Area
Attraction:Tingler&apos;s Mill	37.56751	-80.26196		Attraction:Tingler&apos;s Mill
Park:Shawsville Historic District	37.16819	-80.25615		Park:Shawsville Historic District
Park:Government Floyd Monument	37.62651	-80.24673		Park:Government Floyd Monument
Park:Lynnside Historic District	37.62651	-80.24645		Park:Lynnside Historic District
Park:Madison Farm Historic District	37.17735	-80.23643		Park:Madison Farm Historic District
Park:Piedmont Camp Meeting Grounds Historic District	37.10374	-80.21643		Park:Piedmont Camp Meeting Grounds Historic District
Park:Lafayette Historic District	37.23541	-80.21060		Park:Lafayette Historic District
Park:Deep Run Camp Area	36.82375	-80.19699		Park:Deep Run Camp Area
Park:Handley Wildlife Management Area	38.31206	-80.19396		Park:Handley Wildlife Management Area
Park:Smart View Recreation Area	36.92597	-80.18643		Park:Smart View Recreation Area
Park:Watoga State Park	38.10373	-80.15007		Park:Watoga State Park
Park:Neola Wildlife Management Area	37.99734	-80.14368		Park:Neola Wildlife Management Area
Park:Tea Creek Wildlife Management Area	38.38817	-80.13507		Park:Tea Creek Wildlife Management Area
Park:Rennet Bag Recreation Area	36.85264	-80.11365		Park:Rennet Bag Recreation Area
Attraction	37.27573	-80.11240		Attraction
Park:Havens State Game Refuge	37.34013	-80.11143		Park:Havens State Game Refuge
Park:New Castle Historic District	37.50291	-80.11005		Park:New Castle Historic District
Park:Mines Branch Recreation Area	36.84403	-80.10421		Park:Mines Branch Recreation Area
Park:Ryans Branch Recreation Area	36.85041	-80.10171		Park:Ryans Branch Recreation Area
Park:Fairy Stone State Park	36.78458	-80.08282		Park:Fairy Stone State Park
Park:Mowles Spring Park	37.26736	-80.07476		Park:Mowles Spring Park
Park:National Childrens Forest	37.66040	-80.07367		Park:National Childrens Forest
Park:Jamison Mill Recreation Area	36.85014	-80.06532		Park:Jamison Mill Recreation Area
Park:Horseshoe Point Recreation Area	36.83347	-80.06310		Park:Horseshoe Point Recreation Area
Park:Goose Point Recreation Area	36.80403	-80.05699		Park:Goose Point Recreation Area
Park:Bowens Creek Recreation Area	36.77514	-80.05393		Park:Bowens Creek Recreation Area
Park:Twin Ridge Recreation Area	36.81541	-80.05226		Park:Twin Ridge Recreation Area
Beach:Dunlap Beach	37.79790	-80.05062		Beach:Dunlap Beach
Park:Humpback Bridge Wayside	37.79985	-80.04589		Park:Humpback Bridge Wayside
Park:Turkey Island Recreation Area	36.79958	-80.04532		Park:Turkey Island Recreation Area
Park:Mize Point Recreation Area	36.78791	-80.04143		Park:Mize Point Recreation Area
Park:Langlad Camp Area	36.78569	-80.04088		Park:Langlad Camp Area
Park:Deer Island Recreation Area	36.80125	-80.04004		Park:Deer Island Recreation Area
Park:Salthouse Branch Recreation Area	36.81375	-80.03976		Park:Salthouse Branch Recreation Area
Park:Sherwood Burial Park	37.29319	-80.03726		Park:Sherwood Burial Park
Park:Philpott Lake Recreation Area	36.77625	-80.03671		Park:Philpott Lake Recreation Area
Park:Spring Cove Park Recreation Area	36.80847	-80.03365		Park:Spring Cove Park Recreation Area
Park:Lakeside Amusement Park	37.29375	-80.02948		Park:Lakeside Amusement Park
Park:Lake Sherwood Recreation Area	38.00679	-80.01034		Park:Lake Sherwood Recreation Area
Park:Covington Historic District	37.79235	-79.99561		Park:Covington Historic District
Park:Brambleton Park	37.24514	-79.99059		Park:Brambleton Park
Park:Raleigh Court Park	37.26375	-79.98782		Park:Raleigh Court Park
Park:Woodland Park	37.24875	-79.98504		Park:Woodland Park
Park:Shrine Hill Park	37.25319	-79.98420		Park:Shrine Hill Park
Park:Villa Heights Recreation Center	37.29236	-79.97837		Park:Villa Heights Recreation Center
Park:Norwich Park	37.27014	-79.97754		Park:Norwich Park
Park:Fishburn Park	37.24680	-79.97698		Park:Fishburn Park
Park:Southwest Historic District	37.28264	-79.97476		Park:Southwest Historic District
Park:Lakewood Park	37.25625	-79.97142		Park:Lakewood Park
Park:Ghent Park	37.26541	-79.96782		Park:Ghent Park
Park:Welford Hurt Park	37.27625	-79.96698		Park:Welford Hurt Park
Park:Huttonsville State Farm Wildlife Management Area	38.70094	-79.96424		Park:Huttonsville State Farm Wildlife Management Area
Park:Rimel Wildlife Management Area	38.25429	-79.96367		Park:Rimel Wildlife Management Area
Park:Melrose Park	37.28236	-79.96087		Park:Melrose Park
Park:Eureka Park	37.28764	-79.96087		Park:Eureka Park
Park:Walrond Park	37.35291	-79.96087		Park:Walrond Park
Park:Wasena Park	37.26791	-79.96032		Park:Wasena Park
Park:Beckys Creek Wildlife Management Area	38.59233	-79.95757		Park:Beckys Creek Wildlife Management Area
Park:Highland Park	37.26344	-79.95338		Park:Highland Park
Park:South Roanoke Park	37.25292	-79.94865		Park:South Roanoke Park
Park:Maher Field	37.25513	-79.94733		Park:Maher Field
Park:Roanoke Sports Complex	37.25430	-79.94504		Park:Roanoke Sports Complex
Park:Fern Park	37.23819	-79.94448		Park:Fern Park
Park:Roanoke City Market Historic District	37.27041	-79.94420		Park:Roanoke City Market Historic District
Park:Victory Stadium	37.25403	-79.94393		Park:Victory Stadium
Park:TM Gathright Wildlife Management Area	38.02012	-79.94367		Park:TM Gathright Wildlife Management Area
Park:Washington Park	37.28486	-79.94309		Park:Washington Park
Park:Roanoke Warehouse Historic District	37.27295	-79.94286		Park:Roanoke Warehouse Historic District
Park:Elmwood Park	37.26736	-79.93920		Park:Elmwood Park
Zoo:Mill Mountain Zoo	37.24785	-79.93665		Zoo:Mill Mountain Zoo
Park:Mill Mountain Park	37.25236	-79.93282		Park:Mill Mountain Park
Park:Garden City Recreation Building	37.22597	-79.93143		Park:Garden City Recreation Building
Park:Cass Scenic Railroad State Park	38.44873	-79.92728		Park:Cass Scenic Railroad State Park
Park:Jackson Park	37.26403	-79.92420		Park:Jackson Park
Park:Southeast Recreation Center	37.26375	-79.92337		Park:Southeast Recreation Center
Park:East Gate Park	37.29264	-79.92198		Park:East Gate Park
Park:Morningside Park	37.25792	-79.92143		Park:Morningside Park
Park:Cass Historical District	38.39679	-79.91617		Park:Cass Historical District
Park:Fallon Park	37.27597	-79.91365		Park:Fallon Park
Park:Thresher Park	37.28680	-79.90809		Park:Thresher Park
Park:Cheat Wildlife Management Area	38.65733	-79.90340		Park:Cheat Wildlife Management Area
Park:Craig Avenue Recreational Center	37.27042	-79.89698		Park:Craig Avenue Recreational Center
Park:Fincastle Historic District	37.49902	-79.87754		Park:Fincastle Historic District
Park:Explore Park	37.25847	-79.86504		Park:Explore Park
Park:English Field	36.69653	-79.85393		Park:English Field
Park:Gaudineer Scenic Area	38.62678	-79.84506		Park:Gaudineer Scenic Area
Park:Gaudineer Knob Recreation Site	38.61622	-79.84478		Park:Gaudineer Knob Recreation Site
Park:Ingleside Park	37.81318	-79.83894		Park:Ingleside Park
Park:Memorial Park	37.82402	-79.82533		Park:Memorial Park
Park:Linden Park	37.82429	-79.82033		Park:Linden Park
Park:Booker T Washington Park	37.81568	-79.81588		Park:Booker T Washington Park
Park:Douthat State Park	37.89735	-79.80838		Park:Douthat State Park
Park:Little River Wildlife Management Area	38.52428	-79.79256		Park:Little River Wildlife Management Area
Park:Patrick Henry Monument	36.66764	-79.77865		Park:Patrick Henry Monument
Park:Spray Recreation Park	36.51403	-79.76448		Park:Spray Recreation Park
Park:Montvale Wayside	37.38736	-79.74115		Park:Montvale Wayside
Park:Old House Run Recreation Area	38.52151	-79.73922		Park:Old House Run Recreation Area
Park:Booker T Washington National Monument	37.11403	-79.73198		Park:Booker T Washington National Monument
Park:Longdale Recreation Area	37.78985	-79.70255		Park:Longdale Recreation Area
Park:Turkeycock Wildlife Management Area	36.82181	-79.70114		Park:Turkeycock Wildlife Management Area
Park:Beaver Dam Wildlife Management Area	38.79178	-79.67228		Park:Beaver Dam Wildlife Management Area
Park:Penhook State Boat Ramp	37.01348	-79.62558		Park:Penhook State Boat Ramp
Park:Bubbling Spring Recreation Area	37.92735	-79.62504		Park:Bubbling Spring Recreation Area
Attraction:Virginia Dare Cruises and Marina	37.10149	-79.61233		Attraction:Virginia Dare Cruises and Marina
Park:Rockbridge Alum Springs Historic District	37.90930	-79.61199		Park:Rockbridge Alum Springs Historic District
Park:Peaks of Otter Recreation Area	37.44680	-79.60254		Park:Peaks of Otter Recreation Area
Park:Smith Mountain Lake State Park	37.08820	-79.59420		Park:Smith Mountain Lake State Park
Park:Highland Wildlife Management Area	38.31818	-79.57755		Park:Highland Wildlife Management Area
Recreation ground:Liberty Lake Park	37.31699	-79.53537		Recreation ground:Liberty Lake Park
Attraction:Bedford Welcome Center	37.32520	-79.53153		Attraction:Bedford Welcome Center
Park:Goshen Wildlife Management Area	37.92902	-79.52949		Park:Goshen Wildlife Management Area
Park:Bedford Historic District	37.33625	-79.52309		Park:Bedford Historic District
Park:Spruce Knob-Seneca Rocks National Recreation Area	38.80067	-79.48894	- 	Park:Spruce Knob-Seneca Rocks National Recreation Area
Park:Bedford County Park (historical)	37.46708	-79.48670		Park:Bedford County Park (historical)
Park:Maury Monument	37.93069	-79.45587		Park:Maury Monument
Park:Liberty Hall Fields	37.79139	-79.45111		Park:Liberty Hall Fields
Park:Liberty Hall Soccer Fields	37.79152	-79.45059		Park:Liberty Hall Soccer Fields
Park:Smith Baseball Field	37.79263	-79.44837		Park:Smith Baseball Field
Park:Alumni Field	37.79208	-79.44698		Park:Alumni Field
Park:Captain Dick Smith Baseball Field	37.79500	-79.44639		Park:Captain Dick Smith Baseball Field
Park:Wilson Field	37.79069	-79.44587		Park:Wilson Field
Park:Hopkins Green	37.78458	-79.44393		Park:Hopkins Green
Park:Washington and Lee University Historic District	37.78791	-79.44282		Park:Washington and Lee University Historic District
Theater:Troubadour Theatre	37.78597	-79.44115		Theater:Troubadour Theatre
Park:Lexington Historic District	37.78624	-79.43893		Park:Lexington Historic District
Park:Virginia Military Institute Historic District	37.79041	-79.43587		Park:Virginia Military Institute Historic District
Park:Alumni Memorial Field	37.78902	-79.43504		Park:Alumni Memorial Field
Park:Son Read Memorial Track	37.78874	-79.43476		Park:Son Read Memorial Track
Park:Delaney Field	37.78847	-79.43393		Park:Delaney Field
Park:Reservoir Park	36.57014	-79.42391		Park:Reservoir Park
Park:Ballou Park	36.57597	-79.42363		Park:Ballou Park
Park:Schoolfield Recreation Center	36.57014	-79.42280		Park:Schoolfield Recreation Center
Park:Fountain Park	36.57819	-79.42058		Park:Fountain Park
Park:Monument Circle	36.57903	-79.41808		Park:Monument Circle
Park:Camilla Williams Park	36.59264	-79.40336		Park:Camilla Williams Park
Park:Southwick Park	36.55903	-79.40086		Park:Southwick Park
Park:Green Street Park	36.58014	-79.39502		Park:Green Street Park
Park:Potomac Wildlife Management Area	38.86956	-79.39477		Park:Potomac Wildlife Management Area
Park:Danville Historic District	36.58208	-79.39336		Park:Danville Historic District
Park:Snow Creek Recreation Area	37.58847	-79.38920		Park:Snow Creek Recreation Area
Park:Danville Tobacco Warehouse and Residential Historic District	36.58458	-79.38586		Park:Danville Tobacco Warehouse and Residential Historic District
Park:Auctioneers Park	36.58486	-79.38363		Park:Auctioneers Park
Park:Stonewall Jackson Park	36.60681	-79.37808		Park:Stonewall Jackson Park
Park:Dan Daniel Memorial Park	36.57708	-79.37502		Park:Dan Daniel Memorial Park
Park:Glen Maury Park	37.73347	-79.36392		Park:Glen Maury Park
Park:Gretna Town Park	36.96070	-79.35947		Park:Gretna Town Park
Park:Thorn Creek Wildlife Management Area	38.57401	-79.35643		Park:Thorn Creek Wildlife Management Area
Park:Dolly Sods Picnic Area	38.96178	-79.35505		Park:Dolly Sods Picnic Area
Picnic spot:Dolly Sods Picnic Area	38.96178	-79.35505		Picnic spot:Dolly Sods Picnic Area
Park:Otter Creek Recreation Area	37.57458	-79.33864		Park:Otter Creek Recreation Area
Park:Laurel Park	37.72930	-79.33781		Park:Laurel Park
Park:Little North Mountain Wildlife Management Ar	38.05735	-79.32643		Park:Little North Mountain Wildlife Management Ar
Park:Pittsylvania Wayside Park	37.09098	-79.32391		Park:Pittsylvania Wayside Park
Park:Brownsburg Historic District	37.92791	-79.31976		Park:Brownsburg Historic District
Park:White Oak Mountain Wildlife Management Area	36.80430	-79.31447		Park:White Oak Mountain Wildlife Management Area
Park:Spruce Knob-Seneca Rocks National Recreation Area	38.88150	-79.29810	- 	Park:Spruce Knob-Seneca Rocks National Recreation Area
Park:War Memorial Park	37.11264	-79.28947		Park:War Memorial Park
Park:Peaks View Park	37.42375	-79.22114		Park:Peaks View Park
Park:Middlebrook Historic District	38.05208	-79.21281		Park:Middlebrook Historic District
Park:Skidmore Fork Scenic Area	38.51984	-79.20587		Park:Skidmore Fork Scenic Area
Park:Shenandoah Wildlife Management Area	38.61595	-79.20420		Park:Shenandoah Wildlife Management Area
Park:Brandywine Recreation Area	38.59956	-79.20087		Park:Brandywine Recreation Area
Park:Sandusky Park	37.38820	-79.19919		Park:Sandusky Park
Park:Perrymont Park	37.38792	-79.18891		Park:Perrymont Park
Park:Fox Field	37.39778	-79.18722		Park:Fox Field
Park:Tye River Gap Recreational Area	37.89430	-79.18475		Park:Tye River Gap Recreational Area
Park:Blackwater Park	37.40570	-79.18447		Park:Blackwater Park
Park:Shellenberger Field	37.39861	-79.18389		Park:Shellenberger Field
Park:Friendship Circle	37.39833	-79.18111		Park:Friendship Circle
Cinema:Carmike River Ridge 4	37.36485	-79.17906		Cinema:Carmike River Ridge 4
Park:College Park	37.39959	-79.17836		Park:College Park
Park:Blackwater Creek Natural Area	37.42125	-79.17614		Park:Blackwater Creek Natural Area
Park:Mount Pleasant Special Management Area	37.75541	-79.17420		Park:Mount Pleasant Special Management Area
Theater:Thoresen Theatre	37.43759	-79.17078		Theater:Thoresen Theatre
Cinema:Cinemark Movies 10	37.35889	-79.16859		Cinema:Cinemark Movies 10
Park:Jefferson Park Recreation Center	37.41598	-79.16419		Park:Jefferson Park Recreation Center
Park:Jefferson Park	37.41625	-79.16419		Park:Jefferson Park
Park:Riverside Park	37.43959	-79.16364		Park:Riverside Park
Park:Fisher Recreation Center	37.40875	-79.16336		Park:Fisher Recreation Center
Park:Reservoir Park	37.41042	-79.15586		Park:Reservoir Park
Park:Yoder Recreation Center	37.41681	-79.15475		Park:Yoder Recreation Center
Park:Garland Hill Historic District	37.41375	-79.15391		Park:Garland Hill Historic District
Park:John Warwick Daniel Statue	37.40875	-79.15364		Park:John Warwick Daniel Statue
Park:College Hill Recreation Center	37.41042	-79.14836		Park:College Hill Recreation Center
Park:Kiwanis Lake Park	37.96263	-79.14781		Park:Kiwanis Lake Park
Park:Federal Hill Historic District	37.41209	-79.14697		Park:Federal Hill Historic District
Park:Daniels Hill Recreation Center	37.42320	-79.14697		Park:Daniels Hill Recreation Center
