4|1
4|3
2|5
6|8
6|10
8|17
5|18
3|20
3|21
3|22
8|24
6|26
4|27
8|29
9|30
5|62
6|63
8|64
2|69
9|72
8|78
3|79
2|80
5|84
6|85
6|87
9|33
6|34
6|35
6|36
4|38
6|39
2|40
3|43
6|45
4|48
2|55
6|56
8|57
5|90
6|92
2|93
8|101
8|102
5|103
13|2
12|6
12|7
12|9
13|11
15|12
15|13
1|14
12|15
10|16
11|19
1|25
13|28
10|31
13|59
10|60
12|61
12|65
12|66
12|67
13|68
11|71
14|73
10|74
11|75
1|77
1|81
15|82
10|83
14|86
10|32
12|37
12|41
12|42
14|44
2|46
13|47
1|49
14|50
11|51
14|52
10|54
1|58
11|4
10|180
1|189
1|190
10|191
10|88
1|89
12|91
14|94
2|95
14|96
12|97
13|98
1|99
1|100
